row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2022VND > 32.921.729.203,Phát sinhVND > 2.119.570.571.838,NộpVND > (63.915.218.651),Khấu trừ/Hoàn lạiVND > (2.061.601.964.483),31/12/2022VND > 26.975.117.907,numeric__1/1/2022VND > 32.921.729.203,numeric__Phát sinhVND > 2.119.570.571.838,numeric__NộpVND > (63.915.218.651),numeric__Khấu trừ/Hoàn lạiVND > (2.061.601.964.483),numeric__31/12/2022VND > 26.975.117.907
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,139.411.124.691,196.992.138.815,(270.794.734.904),-,65.608.528.602,139411124691.0,196992138815.0,-270794734904.0,,65608528602.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,3.599.864.729,109.619.376.956,(105.699.858.432),(2.962.362.916),4.557.020.337,3599864729.0,109619376956.0,-105699858432.0,-2962362916.0,4557020337.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,288.606.194,32.764.927.974,(33.010.788.035),-,42.746.133,288606194.0,32764927974.0,-33010788035.0,,42746133.0
,,,176.221.324.817,2.458.947.015.583,(473.420.600.022),(2.064.564.327.399),97.183.412.979,176221324817.0,2458947015583.0,-473420600022.0,-2064564327399.0,97183412979.0
