row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2022VND,Giá trị giao dịch > 2021VND,Phải thu/(Phải trả) tại ngày > 31/12/2022VND,Phải thu/(Phải trả) tại ngày > 1/1/2022VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2022VND,numeric__Giá trị giao dịch > 2021VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2022VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2022VND
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Bán hàng hóa,1.522.457.239,683.951.377,6.480.000,248.956.759,,1522457239.0,683951377.0,6480000.0,248956759.0
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Mua hàng hóa,-,789.887.621,-,-,,,789887621.0,,
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Phí hỗ trợ quản lý,2.736.380.953,7.822.891.631,1.592.653.552,5.377.861.008,,2736380953.0,7822891631.0,1592653552.0,5377861008.0
Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Bán hàng hóa,177.632.432,45.258.334,6.949.390,16.300.106,,177632432.0,45258334.0,6949390.0,16300106.0
Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Mua hàng hóa,4.404.000,34.522.000,-,-,,4404000.0,34522000.0,,
Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Công ty TNHH Thực phẩm 3F VIỆT,Phí hỗ trợ quản lý,184.581.341,-,147.846.759,-,,184581341.0,,147846759.0,
Công ty Cổ phần 3F VIỆT,Công ty Cổ phần 3F VIỆT,Công ty Cổ phần 3F VIỆT,Bán hàng hóa,-,24.399.003,-,-,,,24399003.0,,
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Bán hàng hóa,1.524.892.691,1.180.851.176,318.612.735,80.359.849,,1524892691.0,1180851176.0,318612735.0,80359849.0
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo,Phí hỗ trợ quản lý,122.030.349,786.572.799,999.463.463,865.230.079,,122030349.0,786572799.0,999463463.0,865230079.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Bán hàng hóa,1.113.291.788.103,1.351.108.613.551,254.845.548.436,212.986.454.214,,1113291788103.0,1351108613551.0,254845548436.0,212986454214.0
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Mua hàng hóa và dịch vụ,212.927.232.933,268.157.541.585,(3.498.316.480),-,,212927232933.0,268157541585.0,-3498316480.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Phí hỗ trợ thuê văn phòng,23.400.773.330,17.550.000.000,3.342.739.292,-,,23400773330.0,17550000000.0,3342739292.0,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Chiết khấu thanh toán và hỗ trợ bán hàng khác phải trả,19.166.264.098,10.106.180.275,-,-,,19166264098.0,10106180275.0,,
Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Công ty Cổ phần Dịch vụ Thương mại Tổng hợp Wincommerce,Các khoản phải thu khác,-,-,17.000.000,124.280.000,,,,17000000.0,124280000.0
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Bán hàng hóa,-,1.952.273,7.572.247,-,,,1952273.0,7572247.0,
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Mua hàng hóa và dịch vụ,9.542.463,-,-,-,,9542463.0,,,
Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Công ty TNHH Sản xuất và Đầu tư Phát triển Nông nghiệp Wineco,Phí hỗ trợ thuê văn phòng,811.032.816,450.000.000,74.344.675,-,,811032816.0,450000000.0,74344675.0,
