row_label_raw,row_label_full,col_0,Mãsố,2022VND,2021VND,numeric__Mãsố,numeric__2022VND,numeric__2021VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,(34.633.947.673),(15.909.753.028),21.0,-34633947673.0,-15909753028.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,377.000.000,177.893.357,22.0,377000000.0,177893357.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay,Tiền chi cho vay,23,(481.000.000.000),(180.000.000.000),23.0,-481000000000.0,-180000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,Gửi tiền gửi ngân hàng có kỳ hạn và tiền chi cho các hoạt động đầu tư khác,23,(6.794.600.000.000),(2.143.600.000.000),23.0,-6794600000000.0,-2143600000000.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,291.000.000.000,102.670.000.000,24.0,291000000000.0,102670000000.0
Rút tiền gửi ngân hàng có kỳ hạn và tiền thu hồi các hoạt động đầu tư khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Rút tiền gửi ngân hàng có kỳ hạn và tiền thu hồi các hoạt động đầu tư khác,Rút tiền gửi ngân hàng có kỳ hạn và tiền thu hồi các hoạt động đầu tư khác,24,1.350.000.000.000,2.433.600.000.000,24.0,1350000000000.0,2433600000000.0
Tiền chi đầu tư góp vốn vào các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các công ty con,Tiền chi đầu tư góp vốn vào các công ty con,25,(379.000.000.000),(239.000.000.000),25.0,-379000000000.0,-239000000000.0
Tiền thu hồi đầu tư góp vốn vào một công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào một công ty con,Tiền thu hồi đầu tư góp vốn vào một công ty con,26,200.000.000.000,-,26.0,200000000000.0,
Tiền thu lãi và lợi nhuận được phân phối,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi và lợi nhuận được phân phối,Tiền thu lãi và lợi nhuận được phân phối,27,4.431.265.599.217,3.266.994.475.640,27.0,4431265599217.0,3266994475640.0
