row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
i),i),i),Doanh thu cho thuê tàu bay,,,,,
i),i) > i),i),Công ty con,951.746.616.647,909.891.075.987,,951746616647.0,909891075987.0
i),i) > i),i),Công ty liên kết,55.736.132.400,68.437.964.460,,55736132400.0,68437964460.0
i),i) > i),i),Bên liên quan khác,292.251.589.700,24.345.848.859,,292251589700.0,24345848859.0
i),i) > i),i),,1.299.734.338.747,1.002.674.889.306,,1299734338747.0,1002674889306.0
ii),ii),ii),Doanh thu từ phi thu xếp chuyên nhượng quyền thương mại tàu bay,,,,,
ii),ii) > ii),ii),Công ty con,-,174.750.000.000,,,174750000000.0
iii),iii),iii),Hoạt động vận chuyển hàng hóa,,,,,
iii),iii),iii),Công ty con:,,,,,
iii),iii) > iii),iii),- Doanh thu,1.292.831.826.497,656.335.080.513,,1292831826497.0,656335080513.0
iii),iii) > iii),iii),- Chi phí hoa hồng,84.507.618.039,79.656.822.793,,84507618039.0,79656822793.0
iii),iii) > iii),iii),,1.377.339.444.536,735.991.903.306,,1377339444536.0,735991903306.0
iv),iv),iv),Doanh thu cho thuê chuyển bay vận chuyển hàng hóa,,,,,
iv),iv) > iv),iv),Công ty con,1.554.232.484.000,565.324.200.000,,1554232484000.0,565324200000.0
v),v),v),Doanh thu đào tạo,,,,,
v),v) > v),v),Bên liên quan khác,300.029.748.989,-,,300029748989.0,
vi),vi),vi),Doanh thu dịch vụ khác,,,,,
vi),vi) > vi),vi),Công ty liên kết,55.430.218.259,175.002.070.685,,55430218259.0,175002070685.0
vi),vi) > vi),vi),Công ty con,-,34.385.535.000,,,34385535000.0
vi),vi) > vi),vi),,55.430.218.259,209.387.605.685,,55430218259.0,209387605685.0
vii),vii),vii),Chi phí thuê hoạt động tàu bay,,,,,
vii),vii) > vii),vii),Bên liên quan khác,882.616.623.347,1.293.892.652.946,,882616623347.0,1293892652946.0
