row_label_raw,row_label_full,col_0,2021,2020,numeric__2021,numeric__2020
USD,USD,USD,6.489.725,10.586.270,6489725.0,10586270.0
SGD,SGD,SGD,1.054.978,852.821,1054978.0,852821.0
MYR,MYR,MYR,1.135.970,1.135.970,1135970.0,1135970.0
KRW,KRW,KRW,183.813.624,229.894.064,183813624.0,229894064.0
JPY,JPY,JPY,24.653.243,71.052.730,24653243.0,71052730.0
EUR,EUR,EUR,44.425,47.070,44425.0,47070.0
TWD,TWD,TWD,279.800,280.900,279800.0,280900.0
HKD,HKD,HKD,54.350,54.350,54350.0,54350.0
GBP,GBP,GBP,2.250,3.575,2250.0,3575.0
IDR,IDR,IDR,10.225.000,47.805.000,10225000.0,47805000.0
THB,THB,THB,94.420,105.169,94420.0,105169.0
CNY,CNY,CNY,18.478,18.378,18478.0,18378.0
INR,INR,INR,135.370,135.370,135370.0,135370.0
MMK,MMK,MMK,2.864.650,2.864.650,2864650.0,2864650.0
