row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2021VND,2020VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,38.954.387.458.942,34.599.034.545.092,,,38954387458942.0,34599034545092.0
310,Mãsố > 310,310,Nợ ngắn hạn,,19.722.290.704.933,24.251.142.288.065,,,19722290704933.0,24251142288065.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,3.225.625.657.657,3.408.029.776.509,,13.0,3225625657657.0,3408029776509.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,14,593.136.306.365,813.996.258.084,,14.0,593136306365.0,813996258084.0
313,Mãsố > 313,313,Thuế và các khoản phải nộpNhà nước,15(b),288.786.201.884,296.437.889.385,,,288786201884.0,296437889385.0
314,Mãsố > 314,314,Phải trả người lao động,,76.828.088.897,62.911.822.426,,,76828088897.0,62911822426.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,16,910.026.134.815,851.938.440.357,,16.0,910026134815.0,851938440357.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,17,381.579.736.840,867.654.596.914,,17.0,381579736840.0,867654596914.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,18,5.284.553.082.384,5.991.200.493.090,,18.0,5284553082384.0,5991200493090.0
320,Mãsố > 320,320,Vay ngắn hạn,19(a),7.320.070.386.166,10.094.815.636.734,,,7320070386166.0,10094815636734.0
321,Mãsố > 321,321,Dự phòng phải trả ngắn hạn,20,1.314.535.033.134,1.864.157.374.566,,20.0,1314535033134.0,1864157374566.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",21,327.150.076.791,-,,21.0,327150076791.0,
330,Mãsố > 330,330,Nợ dài hạn,,19.232.096.754.009,10.347.892.257.027,,,19232096754009.0,10347892257027.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,5.636.355.880,5.636.355.880,,,5636355880.0,5636355880.0
338,Mãsố > 338,338,Vay dài hạn,19(b),8.140.241.446.768,1.347.040.509.856,,,8140241446768.0,1347040509856.0
341,Mãsố > 341,341,Thuế thu nhập hoãn lại phải trả,22,154.517.071.443,67.824.775.143,,22.0,154517071443.0,67824775143.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,20,10.931.701.879.918,8.927.390.616.148,,20.0,10931701879918.0,8927390616148.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,6.987.280.981.664,5.026.540.276.048,,,6987280981664.0,5026540276048.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,6.987.280.981.664,5.026.540.276.048,,,6987280981664.0,5026540276048.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"23, 24",5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phố thông có quyềnbiểu quyết,,5.416.113.340.000,5.416.113.340.000,,,5416113340000.0,5416113340000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,24,247.483.117.899,245.949.492.805,,24.0,247483117899.0,245949492805.0
415,Mãsố > 415,415,Cổ phiếu quỹ,24,-,(2.347.121.362.620),,24.0,,-2347121362620.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",24,1.323.684.523.765,1.711.598.805.863,,24.0,1323684523765.0,1711598805863.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kểcủa các năm trước,,1.330.922.686.515,3.164.605.883.182,,,1330922686515.0,3164605883182.0
421b,Mãsố > 421b,421b,- Lỗ của năm nay,,(7.238.162.750),(1.453.007.077.319),,,-7238162750.0,-1453007077319.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,45.941.668.440.696,39.625.574.821.140,,,45941668440696.0,39625574821140.0
