row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH,,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 31,31,Tiền thu bán cổ phiếu quỹ,,2.348.654.987.714,-,,,2348654987714.0,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 33,33,Tiền thu đi vay,,17.361.032.360.990,17.804.330.775.879,,,17361032360990.0,17804330775879.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,,(13.316.544.337.918),(18.173.617.597.912),,,-13316544337918.0,-18173617597912.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 40,40,Lưu chuyển thuần từ hoạt động tài chính,,6.393.143.010.786,(369.286.822.033),,,6393143010786.0,-369286822033.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 50,50,Lưu chuyển tiền và tương đương tiền thuần trong năm,,(1.032.582.955.535),(2.456.535.391.466),,,-1032582955535.0,-2456535391466.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm,3,2.895.810.907.792,5.355.816.155.352,,3.0,2895810907792.0,5355816155352.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,,(17.196.294.979),(3.469.856.094),,,-17196294979.0,-3469856094.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGTẢI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm,3,1.846.031.657.278,2.895.810.907.792,,3.0,1846031657278.0,2895810907792.0
