row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2021VND,2020VND,,,,
01,Mãsố > 01,01,Doanh thu bán hàng và cung cấp dịch vụ,,9.064.540.013.208,15.203.045.739.464,,,9064540013208.0,15203045739464.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,27,9.064.540.013.208,15.203.045.739.464,,27.0,9064540013208.0,15203045739464.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(11.149.212.614.522),(17.134.487.072.513),,28.0,-11149212614522.0,-17134487072513.0
20,02 > 20,20,Lỗ gộp về bán hàng và cung cấp dịch vụ,,(2.084.672.601.314),(1.931.441.333.049),,,-2084672601314.0,-1931441333049.0
21,02 > 21,21,Doanh thu hoạt động tài chính,29,4.006.098.731.871,973.719.418.083,,29.0,4006098731871.0,973719418083.0
22,02 > 22,22,Chi phí tài chính,30,(847.642.151.061),(436.846.911.283),,30.0,-847642151061.0,-436846911283.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,30,(804.782.847.259),(452.572.729.500),,30.0,-804782847259.0,-452572729500.0
25,02 > 25,25,Chi phí bán hàng,31,(664.292.574.365),(834.501.191.221),,31.0,-664292574365.0,-834501191221.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,32,(339.129.946.085),(367.875.750.832),,32.0,-339129946085.0,-367875750832.0
30,02 > 30,30,Lợi nhuận/(lỗ) thuần từ hoạt động kinh doanh,,70.361.459.046,(2.596.945.768.302),,,70361459046.0,-2596945768302.0
31,02 > 31,31,Thu nhập khác,,9.420.716.960,825.028.045.439,,,9420716960.0,825028045439.0
32,02 > 32,32,Chi phí khác,,(328.042.456),(7.709.519.283),,,-328042456.0,-7709519283.0
40,02 > 40,40,Lợi nhuận khác,,9.092.674.504,817.318.526.156,,,9092674504.0,817318526156.0
50,02 > 50,50,Tổng lợi nhuận/(lỗ) kế toán trước thuế,,79.454.133.550,(1.779.627.242.146),,,79454133550.0,-1779627242146.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,33,-,-,,33.0,,
52,02 > 52,52,(Chi phí)/thu nhập thuế TNDN hoãn lại,33,(86.692.296.300),326.620.164.827,,33.0,-86692296300.0,326620164827.0
60,02 > 60,60,Lỗ sau thuế TNDN,,(7.238.162.750),(1.453.007.077.319),,,-7238162750.0,-1453007077319.0
