row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2021 VND,Tại ngày 31 tháng 12 năm > 2020 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2021 VND,numeric__Tại ngày 31 tháng 12 năm > 2020 VND
100,100,100,TÀI SẢN NGÂN HẠN,,22.023.531.877.174,20.367.334.525.997,,,22023531877174.0,20367334525997.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.846.031.657.278,2.895.810.907.792,,3.0,1846031657278.0,2895810907792.0
111,111,111,Tiền,,971.083.527.902,1.220.342.256.515,,,971083527902.0,1220342256515.0
112,112,112,Các khoản tương đương tiền,,874.948.129.376,1.675.468.651.277,,,874948129376.0,1675468651277.0
120,120,120,Đầu tư tài chính ngắn hạn,,855.000.000.000,600.000.000.000,,,855000000000.0,600000000000.0
121,121,121,Chứng khoán kinh doanh,4(a),990.000.000.000,990.000.000.000,,,990000000000.0,990000000000.0
122,122,122,Dự phòng giảm giá chứng khoán kinh doanh,4(a),(135.000.000.000),(390.000.000.000),,,-135000000000.0,-390000000000.0
130,130,130,Các khoản phải thu ngắn hạn,,18.453.855.667.885,15.918.339.540.755,,,18453855667885.0,15918339540755.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,6.796.741.549.961,3.939.122.650.851,,5.0,6796741549961.0,3939122650851.0
132,132,132,Trả trước cho người bán ngắn hạn,6,100.126.970.605,166.958.598.910,,6.0,100126970605.0,166958598910.0
135,135,135,Phải thu về cho vay ngắn hạn,7,657.000.000.000,-,,7.0,657000000000.0,
136,136,136,Phải thu ngắn hạn khác,8(a),10.899.987.147.319,11.812.258.290.994,,,10899987147319.0,11812258290994.0
140,140,140,Hàng tồn kho,,811.247.030.655,712.093.262.127,,,811247030655.0,712093262127.0
141,141,141,Hàng tồn kho,9,811.247.030.655,712.093.262.127,,9.0,811247030655.0,712093262127.0
150,150,150,Tài sản ngắn hạn khác,,57.397.521.356,241.090.815.323,,,57397521356.0,241090815323.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),16.306.514.272,212.726.834.066,,,16306514272.0,212726834066.0
152,152,152,"Thuế Giá trị Gia tảng (""GTGT"") được khấu trừ",15(a),41.091.007.084,-,,,41091007084.0,
153,153,153,Thuế và các khoản khác phải thu Nhà nước,,-,28.363.981.257,,,,28363981257.0
