row_label_raw,row_label_full,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__TÀI SẢN (tiếp theo),numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,TÀI SẢN (tiếp theo),Thuyếtminh,2021VND,2020VND,,,,
200,Mãsố > 200,200,TÀI SẢN DÀI HẠN,,23.918.136.563.432,19.258.240.295.143,,,23918136563432.0,19258240295143.0
210,Mãsố > 210,210,Các khoản phải thu dài hạn,,16.097.617.489.750,12.468.380.233.254,,,16097617489750.0,12468380233254.0
216,Mãsố > 216,216,Phải thu dài hạn khác,8(b),16.097.617.489.750,12.468.380.233.254,,,16097617489750.0,12468380233254.0
220,Mãsố > 220,220,Tài sản cố định,,1.150.549.548.863,849.517.153.152,,,1150549548863.0,849517153152.0
221,Mãsố > 221,221,Tài sản cố định hữu hình,11(a),1.149.483.138.769,848.484.656.852,,,1149483138769.0,848484656852.0
222,Mãsố > 222,222,Nguyên giá,,1.509.787.640.988,1.122.615.532.564,,,1509787640988.0,1122615532564.0
223,Mãsố > 223,223,Giá trị khấu hao lũy kế,,(360.304.502.219),(274.130.875.712),,,-360304502219.0,-274130875712.0
227,Mãsố > 227,227,Tài sản cố định vô hình,11(b),1.066.410.094,1.032.496.300,,,1066410094.0,1032496300.0
228,Mãsố > 228,228,Nguyên giá,,30.845.669.020,29.907.717.155,,,30845669020.0,29907717155.0
229,Mãsố > 229,229,Giá trị khấu hao lũy kế,,(29.779.258.926),(28.875.220.855),,,-29779258926.0,-28875220855.0
240,Mãsố > 240,240,Tài sản dở dang dài hạn,,353.832.538.752,693.772.535.906,,,353832538752.0,693772535906.0
242,Mãsố > 242,242,Chi phí xây dựng cơ bản dở dang,12,353.832.538.752,693.772.535.906,,12.0,353832538752.0,693772535906.0
250,Mãsố > 250,250,Đầu tư tài chính dài hạn,,230.917.024.400,257.244.065.926,,,230917024400.0,257244065926.0
251,Mãsố > 251,251,Đầu tư vào công ty con,4(b),81.500.000.000,59.000.000.000,,,81500000000.0,59000000000.0
252,Mãsố > 252,252,Đầu tư vào công ty liên kết,4(b),60.000.000.000,60.000.000.000,,,60000000000.0,60000000000.0
253,Mãsố > 253,253,Đầu tư góp vốn vào đơn vị khác,4(b),149.417.024.400,149.417.024.400,,,149417024400.0,149417024400.0
254,Mãsố > 254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(60.000.000.000),(17.729.140.292),,,-60000000000.0,-17729140292.0
255,Mãsố > 255,255,Đầu tư nằm giữ đến ngày đáo hạn,,-,6.556.181.818,,,,6556181818.0
260,Mãsố > 260,260,Tài sản dài hạn khác,,6.085.219.961.667,4.989.326.306.905,,,6085219961667.0,4989326306905.0
261,Mãsố > 261,261,Chi phí trả trước dài hạn,10(b),6.085.219.961.667,4.989.326.306.905,,,6085219961667.0,4989326306905.0
270,Mãsố > 270,270,TỔNG TÀI SẢN,,45.941.668.440.606,39.625.574.821.140,,,45941668440606.0,39625574821140.0
