row_label_raw,row_label_full,Phân loại lại khoản cho vay sang phải thu ngắn hạn khác do thanh lý hợp đồng hợp tác kinh doanh,-,701.500.000.000,numeric__-,numeric__701.500.000.000
Lãi phát sinh,Lãi phát sinh,Lãi phát sinh,770.506.849,31.460.986.301,770506849.0,31460986301.0
Nhận tiền thanh toán,Nhận tiền thanh toán,Nhận tiền thanh toán,656.700.000.000,-,656700000000.0,
