row_label_raw,row_label_full,col_0,2020VND,2019VND,numeric__2020VND,numeric__2019VND
Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,Công ty Xây lắp Cơ khí và Lương thực thực phẩm,,
Bán hàng,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Bán hàng,Bán hàng,100.538.973.634,8.714.344.000,100538973634.0,8714344000.0
Mua hàng hóa,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Mua hàng hóa,Mua hàng hóa,6.433.128.160,9.618.417.120,6433128160.0,9618417120.0
Mua dịch vụ,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Mua dịch vụ,Mua dịch vụ,25.763.637,-,25763637.0,
Phí kiểm tra cân,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Phí kiểm tra cân,Phí kiểm tra cân,1.900.000,-,1900000.0,
Mua tài sản cố định,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Mua tài sản cố định,Mua tài sản cố định,-,446.920.000,,446920000.0
Bán tài sản cố định,Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Bán tài sản cố định,Bán tài sản cố định,86.030.000,-,86030000.0,
"Cổ tức, lợi nhuận được chia","Công ty Xây lắp Cơ khí và Lương thực thực phẩm > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",4.397.424.000,4.319.822.400,4397424000.0,4319822400.0
Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh,,
Bán hàng,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh > Bán hàng,Bán hàng,5.037.929.091,22.239.417,5037929091.0,22239417.0
Mua hàng,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh > Mua hàng,Mua hàng,6.157.750,-,6157750.0,
Chi phí thuê kho,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh > Chi phí thuê kho,Chi phí thuê kho,120.000.000,-,120000000.0,
Tiền diện,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh > Tiền diện,Tiền diện,10.833.900,-,10833900.0,
Lãi chậm trả,Công ty Cổ phần Lương thực Thành phố Hồ Chí Minh > Lãi chậm trả,Lãi chậm trả,24.344.466,-,24344466.0,
Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,Công ty Cổ phần Lương thực thực phẩm Safoco,,
Bán hàng,Công ty Cổ phần Lương thực thực phẩm Safoco > Bán hàng,Bán hàng,23.584.609.004,7.907.600.000,23584609004.0,7907600000.0
Mua hàng hóa,Công ty Cổ phần Lương thực thực phẩm Safoco > Mua hàng hóa,Mua hàng hóa,3.934.080,31.648.680,3934080.0,31648680.0
"Cổ tức, lợi nhuận được chia","Công ty Cổ phần Lương thực thực phẩm Safoco > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",12.185.556.000,12.185.556.000,12185556000.0,12185556000.0
Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,Công ty Cổ phần Sài Gòn Lương thực,,
Bán hàng,Công ty Cổ phần Sài Gòn Lương thực > Bán hàng,Bán hàng,-,41.381.728,,41381728.0
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,
Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang,,
"Cổ tức, lợi nhuận được chia","Công ty Cổ phần Xuất nhập khẩu Nông sản Thực phẩm An Giang > Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",-,1.077.236.500,,1077236500.0
Công ty Cổ phần Lương thực Thực phẩm Colusa – Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa – Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa – Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa – Miliket,Công ty Cổ phần Lương thực Thực phẩm Colusa – Miliket,,
