row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2020 VND,2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2020 VND,numeric__2019 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,28,9.451.279.225.127,10.006.426.976.545,1.0,28.0,9451279225127.0,10006426976545.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,28,6.347.803.549,13.689.012.697,2.0,28.0,6347803549.0,13689012697.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,28,9.444.931.421.578,9.992.737.963.848,10.0,28.0,9444931421578.0,9992737963848.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,29,9.086.059.956.939,9.150.340.686.850,11.0,29.0,9086059956939.0,9150340686850.0
Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),20,,358.871.464.639,842.397.276.998,20.0,,358871464639.0,842397276998.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,30,83.348.555.925,78.028.128.646,21.0,30.0,83348555925.0,78028128646.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,31,148.469.015.245,168.159.967.487,22.0,31.0,148469015245.0,168159967487.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,75.911.677.128,118.851.005.502,23.0,,75911677128.0,118851005502.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,32,326.372.734.544,708.343.390.186,25.0,32.0,326372734544.0,708343390186.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,33,206.116.513.323,216.983.520.796,26.0,33.0,206116513323.0,216983520796.0
Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},Lỗ thuần từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 + 26)},30,,(238.738.242.548),(173.061.472.825),30.0,,-238738242548.0,-173061472825.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,34,20.245.504.219,33.282.918.878,31.0,34.0,20245504219.0,33282918878.0
Chi phí khác,Chi phí khác,Chi phí khác,32,35,53.310.565.013,51.039.689.812,32.0,35.0,53310565013.0,51039689812.0
Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),Kết quả từ các hoạt động khác (40 = 31 - 32),40,,(33.065.060.794),(17.756.770.934),40.0,,-33065060794.0,-17756770934.0
Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),Lỗ kế toán trước thuế (50 = 30 + 40),50,,(271.803.303.342),(190.818.243.759),50.0,,-271803303342.0,-190818243759.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,37,-,-,51.0,37.0,,
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,37,-,1.791.728.907,52.0,37.0,,1791728907.0
Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),Lỗ thuần sau thuế thu nhập doanh nghiệp (60 = 50 - 51 - 52),60,,(271.803.303.342),(192.609.972.666),60.0,,-271803303342.0,-192609972666.0
