row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020VND > 3.369.366.575,Số phải nộptrong nămVND > 139.043.833.681,Số đã nộptrong nămVND > (28.605.421.430),Số đã khấu trừtrong nămVND > (111.315.464.969),31/12/2020VND > 2.492.313.857,numeric__1/1/2020VND > 3.369.366.575,numeric__Số phải nộptrong nămVND > 139.043.833.681,numeric__Số đã nộptrong nămVND > (28.605.421.430),numeric__Số đã khấu trừtrong nămVND > (111.315.464.969),numeric__31/12/2020VND > 2.492.313.857
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,28.941.681,1.099.194.082,(869.623.657),(181.173.311),77.338.795,28941681.0,1099194082.0,-869623657.0,-181173311.0,77338795.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,27.040.880,402.863.750,(405.555.430),-,24.349.200,27040880.0,402863750.0,-405555430.0,,24349200.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",612.720.953,23.503.853.001,(24.116.573.954),-,-,612720953.0,23503853001.0,-24116573954.0,,
Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,Thuế bảo vệ môi trường,3.828.000,1.109.365.175,(1.109.602.175),-,3.591.000,3828000.0,1109365175.0,-1109602175.0,,3591000.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,78.200.000,(78.200.000),-,-,,78200000.0,-78200000.0,,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,197.392.796,(197.392.796),-,-,,197392796.0,-197392796.0,,
,,,4.041.898.089,165.434.702.485,(55.382.369.442),(111.496.638.280),2.597.592.852,4041898089.0,165434702485.0,-55382369442.0,-111496638280.0,2597592852.0
