row_label_raw,row_label_full,3. Phải thu của khách hàngngắn hạn > Phải thu khách hàng là các bên liên quan (xem thuyết minh IX.3),31/12/2024 > Giá trị > 69.010.192.311,31/12/2024 > Dự phòng > -,01/01/2024 > Giá trị > 246.667.866.055,01/01/2024 > Dự phòng > -,numeric__31/12/2024 > Giá trị > 69.010.192.311,numeric__31/12/2024 > Dự phòng > -,numeric__01/01/2024 > Giá trị > 246.667.866.055,numeric__01/01/2024 > Dự phòng > -
Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),Công ty TNHH MTV Dịch vụ Công ích Quận 4 (i),23.909.892.689,-,23.909.892.689,-,23909892689.0,,23909892689.0,
Các khách hàng khác (ii),Các khách hàng khác (ii),Các khách hàng khác (ii),158.936.321.232,(7.715.093.571),170.818.347.198,(19.020.751.496),158936321232.0,-7715093571.0,170818347198.0,-19020751496.0
Cộng,Cộng,Cộng,251.856.406.232,(7.715.093.571),441.396.105.942,(19.020.751.496),251856406232.0,-7715093571.0,441396105942.0,-19020751496.0
