row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2024,Dưới 1 năm,Từ 1-5 năm,Trên 5 năm,Tổng cộng,numeric__Dưới 1 năm,numeric__Từ 1-5 năm,numeric__Trên 5 năm,numeric__Tổng cộng
Các khoản vay và nợ,Các khoản vay và nợ,Các khoản vay và nợ,1.609.748.037.725,2.008.990.829.139,57.138.409.242,3.675.877.276.106,1609748037725.0,2008990829139.0,57138409242.0,3675877276106.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,453.247.694.274,-,-,453.247.694.274,453247694274.0,,,453247694274.0
"Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả",1.058.186.237.295,223.450.893.569,-,1.281.637.130.864,1058186237295.0,223450893569.0,,1281637130864.0
Cộng,Cộng,Cộng,3.121.181.969.294,2.232.441.722.708,57.138.409.242,5.410.762.101.244,3121181969294.0,2232441722708.0,57138409242.0,5410762101244.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,,,,,,,,
Các khoản vay và nợ,Ngày 31 tháng 12 năm 2023 > Các khoản vay và nợ,Các khoản vay và nợ,1.617.119.240.718,680.302.802.550,696.387.033.144,2.993.809.076.412,1617119240718.0,680302802550.0,696387033144.0,2993809076412.0
Phải trả người bán,Ngày 31 tháng 12 năm 2023 > Phải trả người bán,Phải trả người bán,283.363.914.131,-,-,283.363.914.131,283363914131.0,,,283363914131.0
"Các khoản phải trả, phải nộp khác và chi phí phải trả","Ngày 31 tháng 12 năm 2023 > Các khoản phải trả, phải nộp khác và chi phí phải trả","Các khoản phải trả, phải nộp khác và chi phí phải trả",1.081.503.768.087,173.187.975.679,-,1.254.691.743.766,1081503768087.0,173187975679.0,,1254691743766.0
Cộng,Ngày 31 tháng 12 năm 2023 > Cộng,Cộng,2.981.986.922.936,853.490.778.229,696.387.033.144,4.531.864.734.309,2981986922936.0,853490778229.0,696387033144.0,4531864734309.0
