row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2024,Năm 2023,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2024,numeric__Năm 2023
I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1. Lợi nhuận trước thuế,I. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 1. Lợi nhuận trước thuế,1. Lợi nhuận trước thuế,01,,33.657.149.240,16.361.748.693,1.0,,33657149240.0,16361748693.0
2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,2. Điều chỉnh cho các khoản:,,"V.10->13,",,,,,,
- Khấu hao tài sản cố định và bắt động sản đầu tư,2. Điều chỉnh cho các khoản: > - Khấu hao tài sản cố định và bắt động sản đầu tư,- Khấu hao tài sản cố định và bắt động sản đầu tư,02,15,55.309.885.270,56.266.740.536,2.0,15.0,55309885270.0,56266740536.0
- Các khoản dự phòng,2. Điều chỉnh cho các khoản: > - Các khoản dự phòng,- Các khoản dự phòng,03,"VI.6,7b",(9.437.502.791),(3.947.086.198),3.0,,-9437502791.0,-3947086198.0
"- Lãi, lỗ từ hoạt động đầu tư","2. Điều chỉnh cho các khoản: > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,,(48.264.338.662),(339.989.559.560),5.0,,-48264338662.0,-339989559560.0
- Chi phí lãi vay,2. Điều chỉnh cho các khoản: > - Chi phí lãi vay,- Chi phí lãi vay,06,VI.6,303.551.771.148,304.520.436.107,6.0,,303551771148.0,304520436107.0
3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,2. Điều chỉnh cho các khoản: > 3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,334.816.964.205,33.212.279.578,8.0,,334816964205.0,33212279578.0
"- Tăng (-), giảm (+) các khoản phải thu","2. Điều chỉnh cho các khoản: > - Tăng (-), giảm (+) các khoản phải thu","- Tăng (-), giảm (+) các khoản phải thu",09,,(184.574.312.467),(318.174.848.070),9.0,,-184574312467.0,-318174848070.0
"- Tăng (-), giảm (+) hàng tồn kho","2. Điều chỉnh cho các khoản: > - Tăng (-), giảm (+) hàng tồn kho","- Tăng (-), giảm (+) hàng tồn kho",10,,(289.344.442.058),(887.608.441.040),10.0,,-289344442058.0,-887608441040.0
"- Tăng (+), giảm (-) các khoản phải trả (không kế lãi vay phải trả, thuế thu nhập phải nộp)","2. Điều chỉnh cho các khoản: > - Tăng (+), giảm (-) các khoản phải trả (không kế lãi vay phải trả, thuế thu nhập phải nộp)","- Tăng (+), giảm (-) các khoản phải trả (không kế lãi vay phải trả, thuế thu nhập phải nộp)",11,,553.463.168.800,(117.823.965.238),11.0,,553463168800.0,-117823965238.0
"- Tăng (-), giảm (+) chi phí trả trước","2. Điều chỉnh cho các khoản: > - Tăng (-), giảm (+) chi phí trả trước","- Tăng (-), giảm (+) chi phí trả trước",12,,(47.124.305.922),13.007.954.514,12.0,,-47124305922.0,13007954514.0
"- Tăng (-), giảm (+) chứng khoán kinh doanh","2. Điều chỉnh cho các khoản: > - Tăng (-), giảm (+) chứng khoán kinh doanh","- Tăng (-), giảm (+) chứng khoán kinh doanh",13,,-,76.548.574.842,13.0,,,76548574842.0
- Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(307.713.476.822),(364.730.271.180),14.0,,-307713476822.0,-364730271180.0
- Thuế thu nhập doanh nghiệp đã nộp,2. Điều chỉnh cho các khoản: > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,V.18,(32.541.982.689),(19.748.469.469),15.0,,-32541982689.0,-19748469469.0
- Tiền chi khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > - Tiền chi khác từ hoạt động kinh doanh,- Tiền chi khác từ hoạt động kinh doanh,17,,(12.157.209.243),(657.267.904),17.0,,-12157209243.0,-657267904.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,14.824.403.804,(1.585.974.453.967),20.0,,14824403804.0,-1585974453967.0
II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"1. Tiền chi đề mua sắm, xây dựng TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chi đề mua sắm, xây dựng TSCĐ và các TSDH khác","1. Tiền chi đề mua sắm, xây dựng TSCĐ và các TSDH khác",21,,(1.013.588.815),(2.016.946.704),21.0,,-1013588815.0,-2016946704.0
"2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","II. LƯU CHUYỀN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác","2. Tiền thu từ thanh lý, nhượng bán TSCĐ và các TSDH khác",22,,167.105.051.449,-,22.0,,167105051449.0,
