row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,6.381.694.976.924,5.506.026.871.800,300.0,,6381694976924.0,5506026871800.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.801.079.069.785,3.712.111.318.933,310.0,,3801079069785.0,3712111318933.0
1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,1. Phải trả cho người bán ngắn hạn,311,V.16,453.247.694.274,283.363.914.131,311.0,,453247694274.0,283363914131.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,V.17a,497.005.003.586,585.069.755.932,312.0,,497005003586.0,585069755932.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,V.18a,31.141.393.332,63.964.676.742,313.0,,31141393332.0,63964676742.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,3.923.096.340,17.586.533.263,314.0,,3923096340.0,17586533263.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,V.19a,374.076.609.960,383.261.824.294,315.0,,374076609960.0,383261824294.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,V.20a,104.241.269.512,21.295.298.632,318.0,,104241269512.0,21295298632.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,V.21a,684.109.627.335,698.241.943.793,319.0,,684109627335.0,698241943793.0
8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,320,"V.22a,b",1.609.748.037.725,1.617.119.240.718,320.0,,1609748037725.0,1617119240718.0
"9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi","9. Quỹ khen thưởng, phúc lợi",322,,43.586.337.721,42.208.131.428,322.0,,43586337721.0,42208131428.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,2.580.615.907.139,1.793.915.552.867,330.0,,2580615907139.0,1793915552867.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,V.17b,145.096.748.450,145.096.748.450,332.0,,145096748450.0,145096748450.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,V.19b,86.016.987.675,86.016.987.675,333.0,,86016987675.0,86016987675.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,V.20b,61.856.443.900,18.400.481.877,336.0,,61856443900.0,18400481877.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,V.21b,137.433.905.894,87.170.988.004,337.0,,137433905894.0,87170988004.0
5. Vay và nợ thuê tài chính dài hạn,5. Vay và nợ thuê tài chính dài hạn,5. Vay và nợ thuê tài chính dài hạn,338,V.22c,2.066.129.238.381,1.376.689.835.694,338.0,,2066129238381.0,1376689835694.0
6. Thuế thu nhập hoãn lại phải trả,6. Thuế thu nhập hoãn lại phải trả,6. Thuế thu nhập hoãn lại phải trả,341,VI.11,84.082.582.839,80.540.511.167,341.0,,84082582839.0,80540511167.0
