row_label_raw,row_label_full,Cộng,Cộng_1,1.733.936.416.456,1.241.634.230.776,numeric__Cộng_1,numeric__1.733.936.416.456,numeric__1.241.634.230.776
Phải trả người bán,Phải trả người bán,Phải trả người bán,Nội dung nghiệp vụ,31/12/2024,01/01/2024,,,
Công ty Cổ phần Toàn Hải Vân,Phải trả người bán > Công ty Cổ phần Toàn Hải Vân,Công ty Cổ phần Toàn Hải Vân,Mua nhà phố thương mại,(42.965.511.992),(34.338.118.200),,-42965511992.0,-34338118200.0
Công ty TNHH Du lịch TTC,Phải trả người bán > Công ty TNHH Du lịch TTC,Công ty TNHH Du lịch TTC,Mua dịch vụ,-,(31.350.000.000),,,-31350000000.0
Công ty Cổ phần Đầu tư Thành Thành Công,Phải trả người bán > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Mua hàng và dịch vụ,(26.305.201.867),(28.158.374.867),,-26305201867.0,-28158374867.0
Công ty Cổ phần Khu Công Nghiệp Thành Thành Công,Phải trả người bán > Công ty Cổ phần Khu Công Nghiệp Thành Thành Công,Công ty Cổ phần Khu Công Nghiệp Thành Thành Công,Mua dịch vụ,(495.564),-,,-495564.0,
Công ty Cổ phần Du lịch Thành Thành Công,Phải trả người bán > Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua dịch vụ,(416.655.000),-,,-416655000.0,
Công ty Cổ phần Thành Thành Nam,Phải trả người bán > Công ty Cổ phần Thành Thành Nam,Công ty Cổ phần Thành Thành Nam,Mua hàng và dịch vụ,-,(3.864.309.510),,,-3864309510.0
Ông Đăng Hồng Anh,Phải trả người bán > Ông Đăng Hồng Anh,Ông Đăng Hồng Anh,Mua dịch vụ,(110.605.090),-,,-110605090.0,
Cộng,Phải trả người bán > Cộng,Cộng,,(69.798.469.513),(97.710.802.577),,-69798469513.0,-97710802577.0
