row_label_raw,row_label_full,Các bên liên quan,Nội dung nghiệp vụ,Năm 2024,Năm 2023,numeric__Nội dung nghiệp vụ,numeric__Năm 2024,numeric__Năm 2023
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Thu hồi gốc cho vay,761.594.537.970,181.340.000.000,,761594537970.0,181340000000.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Gốc cho vay,855.609.576.000,69.435.000.000,,855609576000.0,69435000000.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Lãi cho vay,92.942.828.653,48.381.050.172,,92942828653.0,48381050172.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Cung cấp dịch vụ,599.884.211,1.179.732.589,,599884211.0,1179732589.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Mua dịch vụ,2.244.842.132,1.122.876.906,,2244842132.0,1122876906.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Chia cổ tức,1.558.884.620,88.851.000,,1558884620.0,88851000.0
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Thanh lý thuê mặt bằng,108.256.000.000,-,,108256000000.0,
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Nhận chuyển nhượng cổ phần,165.742.600.000,-,,165742600000.0,
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Lãi đi vay,-,126.141.372,,,126141372.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Trả trước mua hàng,-,895.788.239.504,,,895788239504.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Mua hàng hoá,230.516.666.591,-,,230516666591.0,
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Góp vốn HTKD,1.065.000.000.000,159.933.169.230,,1065000000000.0,159933169230.0
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Thu hồi vốn HTKD,98.076.923.075,-,,98076923075.0,
Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Công ty Cổ phần Toàn Hải Văn,Lợi nhuận HTKD,79.057.541.056,63.984.895.341,,79057541056.0,63984895341.0
,,,Hoàn trả vốn góp HTKD,353.700.000.000,-,,353700000000.0,
,,,Gốc cho vay,-,51.000.000.000,,,51000000000.0
,,,Thu hồi gốc cho vay,-,33.738.634.246,,,33738634246.0
