row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,D. VỐN CHỦ SỞ HỮU,400,,5.465.195.678.386,5.125.150.601.654,400.0,,5465195678386.0,5125150601654.0
I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,I. Vốn chủ sở hữu,410,V.23,5.465.195.678.386,5.125.150.601.654,410.0,,5465195678386.0,5125150601654.0
1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,1. Vốn góp của chủ sở hữu,411,,4.305.950.360.000,3.956.617.750.000,411.0,,4305950360000.0,3956617750000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.305.950.360.000,3.956.617.750.000,,,4305950360000.0,3956617750000.0
2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,2. Thặng dư vốn cổ phần,412,,332.633.781.211,333.103.781.211,412.0,,332633781211.0,333103781211.0
3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,3. Quỹ đầu tư phát triển,418,,156.557.329.395,156.557.329.395,418.0,,156557329395.0,156557329395.0
4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,4. Quỹ khác thuộc vốn chủ sở hữu,420,,24.890.292.522,24.890.292.522,420.0,,24890292522.0,24890292522.0
5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,5. Lợi nhuận sau thuế chưa phân phối,421,,398.071.750.365,406.052.262.903,421.0,,398071750365.0,406052262903.0
- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,395.126.332.487,391.519.407.503,,,395126332487.0,391519407503.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,2.945.417.878,14.532.855.400,,,2945417878.0,14532855400.0
6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,6. Lợi ích cổ đông không kiểm soát,429,,247.092.164.893,247.929.185.623,429.0,,247092164893.0,247929185623.0
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,,11.846.890.655.310,10.631.177.473.454,440.0,,11846890655310.0,10631177473454.0
