row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2024,01/01/2024,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2024,numeric__01/01/2024
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,4.876.575.466.833,3.099.608.381.471,200.0,,4876575466833.0,3099608381471.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.987.712.226.980,902.601.165.861,210.0,,1987712226980.0,902601165861.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,V.4b,397.367.546.202,145.481.128.568,212.0,,397367546202.0,145481128568.0
2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,2. Phải thu về cho vay dài hạn,215,V.5b,8.580.000.000,8.580.000.000,215.0,,8580000000.0,8580000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,V.6b,1.581.764.680.778,748.540.037.293,216.0,,1581764680778.0,748540037293.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,99.222.545.004,197.244.963.689,220.0,,99222545004.0,197244963689.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,808.218.156,455.826.603,221.0,,808218156.0,455826603.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,13.945.490.888,13.833.024.298,222.0,,13945490888.0,13833024298.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(13.137.272.732),(13.377.197.695),223.0,,-13137272732.0,-13377197695.0
2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,2. Tài sản cố định thuê tài chính,224,V.11,1.509.579.008,3.359.248.768,224.0,,1509579008.0,3359248768.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,225,,2.536.092.728,4.963.043.637,225.0,,2536092728.0,4963043637.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,226,,(1.026.513.720),(1.603.794.869),226.0,,-1026513720.0,-1603794869.0
3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,3. Tài sản cố định vô hình,227,V.12,96.904.747.840,193.429.888.318,227.0,,96904747840.0,193429888318.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,141.433.771.297,231.602.615.615,228.0,,141433771297.0,231602615615.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(44.529.023.457),(38.172.727.297),229.0,,-44529023457.0,-38172727297.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.13,710.110.727.757,857.291.888.173,230.0,,710110727757.0,857291888173.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,865.371.722.010,990.146.280.377,231.0,,865371722010.0,990146280377.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(155.260.994.253),(132.854.392.204),232.0,,-155260994253.0,-132854392204.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,V.9,612.337.067.231,-,240.0,,612337067231.0,
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn","1. Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,612.337.067.231,-,241.0,,612337067231.0,
V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,V. Các khoản đầu tư tài chính dài hạn,250,,1.145.063.535.571,847.715.676.401,250.0,,1145063535571.0,847715676401.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,V.2c1,79.230.350.571,73.723.289.985,252.0,,79230350571.0,73723289985.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,V.2c2,1.066.648.136.584,768.702.387.584,253.0,,1066648136584.0,768702387584.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,V.2c2,(1.614.951.584),(773.618.368),254.0,,-1614951584.0,-773618368.0
4. Đầu tư nắm giữ đến ngày đáo hạn,4. Đầu tư nắm giữ đến ngày đáo hạn,4. Đầu tư nắm giữ đến ngày đáo hạn,255,V.2b2,800.000.000,6.063.617.200,255.0,,800000000.0,6063617200.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,322.129.364.290,294.754.687.347,260.0,,322129364290.0,294754687347.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,V.14b,274.934.932.955,234.076.132.773,261.0,,274934932955.0,234076132773.0
3. Lợi thế thương mại,3. Lợi thế thương mại,3. Lợi thế thương mại,269,V.15,47.194.431.335,60.678.554.574,269.0,,47194431335.0,60678554574.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,11.846.890.655.310,10.631.177.473.454,270.0,,11846890655310.0,10631177473454.0
