row_label_raw,row_label_full,Tên Công ty và địa chỉ,Hoạt động chính,Tỷ lệ sở hữu/biểu quyết trực tiếp,Tỷ lệ sở hữu/biểu quyết giản tiếp,Tổng tỷ lệ biểu quyết,numeric__Hoạt động chính,numeric__Tỷ lệ sở hữu/biểu quyết trực tiếp,numeric__Tỷ lệ sở hữu/biểu quyết giản tiếp,numeric__Tổng tỷ lệ biểu quyết
3. Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,3. Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,3. Công ty Cổ phần Đầu tư Phát triển Bất động sản Đông Sài Gòn,Kinh doanh bất động sản,"99,89%","0,10%","99,99%",,0.9989,0.001,0.9998999999999999
4. Công ty Cổ phần Thương Tín Tàu Cuốc,4. Công ty Cổ phần Thương Tín Tàu Cuốc,4. Công ty Cổ phần Thương Tín Tàu Cuốc,Xây dựng và kinh doanh bất động sản,"82,07%","17,83%","99,90%",,0.8207,0.1783,0.9990000000000001
5. Công ty Cổ phần Mai Lan,5. Công ty Cổ phần Mai Lan,5. Công ty Cổ phần Mai Lan,Dịch vụ,"65,20%","0,00%","65,20%",,0.652,0.0,0.652
6. Công ty TNHH Thương Tín - CJ Cầu Tre,6. Công ty TNHH Thương Tín - CJ Cầu Tre,6. Công ty TNHH Thương Tín - CJ Cầu Tre,Dịch vụ,"74,00%","0,00%","74,00%",,0.74,0.0,0.74
7. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,7. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,7. Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Hùng Anh Năm,Kinh doanh bất động sản,"95,00%","5,00%","100,00%",,0.95,0.05,1.0
8. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,8. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,8. Công ty Cổ phần Thương mại Nguyễn Kim Đà Nẵng,Bất động sản và dịch vụ thương mại,"94,68%","5,17%","99,85%",,0.9468000000000001,0.051699999999999996,0.9984999999999999
9. Công ty TNHH MTV TTC Land Retail Management (*),9. Công ty TNHH MTV TTC Land Retail Management (*),9. Công ty TNHH MTV TTC Land Retail Management (*),Kinh doanh bất động sản,"100,00%","0,00%","100,00%",,1.0,0.0,1.0
10. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (**),10. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (**),10. Công ty Cổ phần Đầu tư Bất động sản TTC Land Hưng Điền (**),Kinh doanh bất động sản,"61,00%","0,00%","61,00%",,0.61,0.0,0.61
