row_label_raw,row_label_full,ngắn hạn > Phải trả người bán là các bên liên quan (xem thuyết minh IX.3) > Công ty Cổ phần Đầu tư và Vận tải Việt Nam,Giá trị > 69.798.469.513 > 11.051.747.309,Số có khả năng trả nợ > 69.798.469.513 > 11.051.747.309,Giá trị > 97.710.802.577 > 36.656.918.496,Số có khả năng trả nợ > 97.710.802.577 > 36.656.918.496,numeric__Giá trị > 69.798.469.513 > 11.051.747.309,numeric__Số có khả năng trả nợ > 69.798.469.513 > 11.051.747.309,numeric__Giá trị > 97.710.802.577 > 36.656.918.496,numeric__Số có khả năng trả nợ > 97.710.802.577 > 36.656.918.496
Công ty Cổ phần Xây dựng Nền móng Long Giang,Công ty Cổ phần Xây dựng Nền móng Long Giang,Công ty Cổ phần Xây dựng Nền móng Long Giang,19.241.372.238,19.241.372.238,33.432.880.098,33.432.880.098,19241372238.0,19241372238.0,33432880098.0,33432880098.0
Công ty TNHH Xây dựng Thương mại Thuận Việt,Công ty TNHH Xây dựng Thương mại Thuận Việt,Công ty TNHH Xây dựng Thương mại Thuận Việt,22.416.358.760,22.416.358.760,26.416.358.760,26.416.358.760,22416358760.0,22416358760.0,26416358760.0,26416358760.0
Công ty Cổ phần Nội thất 68,Công ty Cổ phần Nội thất 68,Công ty Cổ phần Nội thất 68,47.093.792.405,47.093.792.405,-,-,47093792405.0,47093792405.0,,
Công ty Cổ phần Xây dựng Cotecccons,Công ty Cổ phần Xây dựng Cotecccons,Công ty Cổ phần Xây dựng Cotecccons,111.129.853.027,111.129.853.027,-,-,111129853027.0,111129853027.0,,
Công ty TNHH Đầu tư và Xây dựng Unicons,Công ty TNHH Đầu tư và Xây dựng Unicons,Công ty TNHH Đầu tư và Xây dựng Unicons,47.093.792.405,47.093.792.405,-,-,47093792405.0,47093792405.0,,
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,125.422.308.617,125.422.308.617,89.146.954.200,89.146.954.200,125422308617.0,125422308617.0,89146954200.0,89146954200.0
Cộng,Cộng,Cộng,453.247.694.274,453.247.694.274,283.363.914.131,283.363.914.131,453247694274.0,453247694274.0,283363914131.0,283363914131.0
