row_label_raw,row_label_full,Giá trị khoản tiền gửi ngân hàng,31/12/2024 > 23.403.522.221,01/01/2024 > 74.721.870.474,numeric__31/12/2024 > 23.403.522.221,numeric__01/01/2024 > 74.721.870.474
Cộng,Cộng,Cộng,23.403.522.221,74.721.870.474,23403522221.0,74721870474.0
2. Số tiền đi vay thực thu trong năm,2. Số tiền đi vay thực thu trong năm,2. Số tiền đi vay thực thu trong năm,Năm 2024,Năm 2023,,
Tiền thu từ di vay theo khế uốc thông thường,2. Số tiền đi vay thực thu trong năm > Tiền thu từ di vay theo khế uốc thông thường,Tiền thu từ di vay theo khế uốc thông thường,3.429.360.243.994,2.255.718.339.927,3429360243994.0,2255718339927.0
3. Số tiền đã thực trả gốc vay trong năm,3. Số tiền đã thực trả gốc vay trong năm,3. Số tiền đã thực trả gốc vay trong năm,Năm 2024,Năm 2023,,
Tiền trả nợ gốc vay theo khế uốc thông thường,3. Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc vay theo khế uốc thông thường,Tiền trả nợ gốc vay theo khế uốc thông thường,2.746.426.355.485,1.169.970.089.974,2746426355485.0,1169970089974.0
Tiền trả nợ gốc thuê tài chính,3. Số tiền đã thực trả gốc vay trong năm > Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,865.688.815,1.287.466.704,865688815.0,1287466704.0
