row_label_raw,row_label_full,col_0,Giá trị,Dự phòng,Giá trị_1,Dự phòng_1,numeric__Giá trị,numeric__Dự phòng,numeric__Giá trị_1,numeric__Dự phòng_1
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,1.700.033.232.475,-,1.287.030.494.445,-,1700033232475.0,,1287030494445.0,
Phải thu về cho vay là các bên liên quan (xem thuyết minh IX.3) (1),Phải thu về cho vay là các bên liên quan (xem thuyết minh IX.3) (1),Phải thu về cho vay là các bên liên quan (xem thuyết minh IX.3) (1),1.073.399.038.030,-,986.184.000.000,-,1073399038030.0,,986184000000.0,
Công ty Cổ phần Nội thất 68,Công ty Cổ phần Nội thất 68,Công ty Cổ phần Nội thất 68,-,-,57.135.800.000,-,,,57135800000.0,
Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất (2),Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất (2),Công ty Cổ phần Đầu tư Phát triển Tân Sơn Nhất (2),62.275.000.000,-,62.185.000.000,-,62275000000.0,,62185000000.0,
Công ty TNHH Đầu tư Kinh doanh An Việt (3),Công ty TNHH Đầu tư Kinh doanh An Việt (3),Công ty TNHH Đầu tư Kinh doanh An Việt (3),384.833.500.000,-,2.000.000.000,-,384833500000.0,,2000000000.0,
Công ty Cổ phần Thực phẩm CJ Cầu Tre (4),Công ty Cổ phần Thực phẩm CJ Cầu Tre (4),Công ty Cổ phần Thực phẩm CJ Cầu Tre (4),156.000.000.000,-,156.000.000.000,-,156000000000.0,,156000000000.0,
Các tổ chức khác,Các tổ chức khác,Các tổ chức khác,23.525.694.445,-,23.525.694.445,-,23525694445.0,,23525694445.0,
b. Dải hạn,b. Dải hạn,b. Dải hạn,8.580.000.000,-,8.580.000.000,-,8580000000.0,,8580000000.0,
"Công ty Cổ phần Đầu tư Thành Thành Công (bên liên quan, xem thuyết minh X.3)","Công ty Cổ phần Đầu tư Thành Thành Công (bên liên quan, xem thuyết minh X.3)","Công ty Cổ phần Đầu tư Thành Thành Công (bên liên quan, xem thuyết minh X.3)",8.580.000.000,-,8.580.000.000,-,8580000000.0,,8580000000.0,
Cộng,Cộng,Cộng,1.708.613.232.475,-,1.295.610.494.445,-,1708613232475.0,,1295610494445.0,
