row_label_raw,row_label_full,20. Doanh thu chưa thực hiện,31/12/2024,01/01/2024,numeric__31/12/2024,numeric__01/01/2024
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,104.241.269.512,21.295.298.632,104241269512.0,21295298632.0
Lợi nhuận chưa thực hiện (*),Lợi nhuận chưa thực hiện (*),Lợi nhuận chưa thực hiện (*),11.426.936.960,17.097.823.676,11426936960.0,17097823676.0
Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,92.814.332.552,4.197.474.956,92814332552.0,4197474956.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,61.856.443.900,18.400.481.877,61856443900.0,18400481877.0
Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,Tiền cho thuê nhận trước,61.856.443.900,18.400.481.877,61856443900.0,18400481877.0
Cộng,Cộng,Cộng,166.097.713.412,39.695.780.509,166097713412.0,39695780509.0
