row_label_raw,row_label_full,2. Các khoản giảm trừ doanh thu,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
Hàng bán bị trả lại,Hàng bán bị trả lại,Hàng bán bị trả lại,-,18.181.820,,18181820.0
Giảm giá hàng bán,Giảm giá hàng bán,Giảm giá hàng bán,1.049.691.125,54.559.136,1049691125.0,54559136.0
Cộng,Cộng,Cộng,1.049.691.125,72.740.956,1049691125.0,72740956.0
