row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2023VND,2022VND,,,,
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
31,Mãsố > 31,31,Tiền thu từ phát hành cổ phiếu,,73.050.500.000,67.266.410.000,,,73050500000.0,67266410000.0
33,Mãsố > 33,33,Tiền thu đi vay,,12.369.850.000.000,16.207.740.000.000,,,12369850000000.0,16207740000000.0
34,Mãsố > 34,34,Tiền chỉ trả nợ gốc vay,,(10.669.850.000.000),(16.830.740.000.000),,,-10669850000000.0,-16830740000000.0
36,Mãsố > 36,36,"Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(2.372.454.757.750),(2.009.634.175.025),,,-2372454757750.0,-2009634175025.0
40,Mãsố > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,(599.404.257.750),(2.565.367.765.025),,,-599404257750.0,-2565367765025.0
50,Mãsố > 50,50,Lưu chuyển tiền thuần trong năm,,934.572.275.769,(493.780.274.037),,,934572275769.0,-493780274037.0
60,Mãsố > 60,60,Tiền và tương đương tiền đầu năm,3,1.602.587.113.047,2.096.322.957.509,,3.0,1602587113047.0,2096322957509.0
61,Mãsố > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổingoại tệ,,8.025.386,44.429.575,,,8025386.0,44429575.0
70,Mãsố > 70,70,Tiền và tương đương tiền cuối năm,3,2.537.167.414.202,1.602.587.113.047,,3.0,2537167414202.0,1602587113047.0
