row_label_raw,row_label_full,v),Phải trả người bán ngắn hạn (Thuyết minh 10),31/12/2023VND,31/12/2022VND,numeric__Phải trả người bán ngắn hạn (Thuyết minh 10),numeric__31/12/2023VND,numeric__31/12/2022VND
v),v),v),Công ty TNHH Giáo dục FPT,661.410.486.719,513.690.707.202,,661410486719.0,513690707202.0
v),v),v),Công ty TNHH Hệ thống Thông tin FPT,34.961.899.922,38.792.356.686,,34961899922.0,38792356686.0
v),v),v),Công ty Cổ phần Viễn thông FPT,10.255.787.727,365.674.125,,10255787727.0,365674125.0
v),v),v),Công ty TNHH Phần mềm FPT,7.175.286.115,12.505.334.156,,7175286115.0,12505334156.0
v),v),v),Công ty TNHH FPT Smart Cloud,2.837.183.948,1.048.526.173,,2837183948.0,1048526173.0
v),v),v),Công ty TNHH Đầu tư FPT,1.595.000.000,1.595.000.000,,1595000000.0,1595000000.0
v),v),v),Công ty TNHH FPT Digital,913.000.000,-,,913000000.0,
v),v),v),Công ty Cổ phần Dịch vụ Trực tuyến FPT,576.362.398,1.166.670.000,,576362398.0,1166670000.0
v),v),v),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,19.490.000,113.904.364,,19490000.0,113904364.0
,,,,719.744.496.829,569.278.172.706,,719744496829.0,569278172706.0
vi),vi),vi),Phải trả ngắn hạn khác (Thuyết minh 13),,,,,
vi),vi) > vi),vi),Công ty TNHH Hệ thống Thông tin FPT,483.979.895.506,379.038.254.459,,483979895506.0,379038254459.0
vi),vi) > vi),vi),Công ty TNHH Phần mềm FPT,25.090.590.534,86.333.485.219,,25090590534.0,86333485219.0
vi),vi) > vi),vi),Công ty TNHH Giáo dục FPT,15.310.669.560,9.867.181.999,,15310669560.0,9867181999.0
vi),vi) > vi),vi),Công ty TNHH Đầu tư FPT,5.184.522.717,460.821.571,,5184522717.0,460821571.0
vi),vi) > vi),vi),Công ty Cổ phần Viễn Thông FPT,329.287.587,362.640.459,,329287587.0,362640459.0
vi),vi) > vi),vi),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,4.987.913,67.869.895,,4987913.0,67869895.0
vi),vi) > vi),vi),Công ty TNHH FPT Digital,551.747,2.614.525.512,,551747.0,2614525512.0
,,,,529.900.505.564,478.744.779.114,,529900505564.0,478744779114.0
vii),vii),vii),Vay ngắn hạn (Thuyết minh 14),,,,,
vii),vii) > vii),vii),Công ty TNHH Giáo dục FPT,3.656.000.000.000,2.171.000.000.000,,3656000000000.0,2171000000000.0
vii),vii) > vii),vii),Công ty TNHH Hệ thống Thông tin FPT,1.450.000.000.000,1.320.000.000.000,,1450000000000.0,1320000000000.0
vii),vii) > vii),vii),Công ty TNHH Phần mềm FPT,619.000.000.000,484.000.000.000,,619000000000.0,484000000000.0
vii),vii) > vii),vii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,-,40.000.000.000,,,40000000000.0
vii),vii) > vii),vii),Công ty TNHH FPT Digital,-,10.000.000.000,,,10000000000.0
,,,,5.725.000.000.000,4.025.000.000.000,,5725000000000.0,4025000000000.0
