row_label_raw,row_label_full,Công ty con,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tại ngày 31/12/2023 và 31/12/2022,Tại ngày 31/12/2023 và 31/12/2022_1,numeric__Hoạt động chính,"numeric__Nơi thành lập, đăng ký hoạt động",numeric__Tại ngày 31/12/2023 và 31/12/2022,numeric__Tại ngày 31/12/2023 và 31/12/2022_1
Công ty con,Công ty con,Công ty con,Hoạt động chính,"Nơi thành lập, đăng ký hoạt động",Tỷ lệ sở hữu %,Tỷ lệ quyền biểu quyết %,,,,
Công ty TNHH Hệ thống Thông tin FPT,Công ty con > Công ty TNHH Hệ thống Thông tin FPT,Công ty TNHH Hệ thống Thông tin FPT,"Cung cấp giải pháp phần mềm ứng dụng, dịch vụ ERP, dịch vụ công nghệ thông tin, tích hợp hệ thống","Tầng 22, Tòa nhà Keangnam Landmark 72, E6 Phạm Hùng, Mễ Trì, Từ Liêm, Hà Nội",100%,100%,,,1.0,1.0
Công ty TNHH Phần mềm FPT,Công ty con > Công ty TNHH Phần mềm FPT,Công ty TNHH Phần mềm FPT,Cung cấp các dịch vụ và sản phẩm phần mềm,"Số 17, Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",100%,100%,,,1.0,1.0
Công ty Cổ phần Viễn thông FPT (*),Công ty con > Công ty Cổ phần Viễn thông FPT (*),Công ty Cổ phần Viễn thông FPT (*),"Cung cấp các dịch vụ ADSL, cho thuê đường truyền, truyền hình trả tiền và các dịch vụ trực tuyến khác","Số 17, Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","45,66%","45,66%",,,0.45659999999999995,0.45659999999999995
Công ty TNHH Giáo dục FPT,Công ty con > Công ty TNHH Giáo dục FPT,Công ty TNHH Giáo dục FPT,Cung cấp dịch vụ đào tạo và công nghệ,"Khu công nghệ cao Hòa Lạc, Km 29, Đại lộ Thắng Long, Huyện Thạch Thất, Hà Nội",100%,100%,,,1.0,1.0
Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty con > Công ty Cổ phần Dịch vụ Trực tuyến FPT,Công ty Cổ phần Dịch vụ Trực tuyến FPT,Cung cấp các dịch vụ trực tuyến,"Lô L 29B-31B-33B, Đường Tân Thuận, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh","49,52%","80,15%",,,0.49520000000000003,0.8015000000000001
Công ty TNHH Đầu tư FPT,Công ty con > Công ty TNHH Đầu tư FPT,Công ty TNHH Đầu tư FPT,Đầu tư tài chính,"Số 10, Phố Phạm Văn Bạch, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",100%,100%,,,1.0,1.0
Công ty TNHH FPT Smart Cloud,Công ty con > Công ty TNHH FPT Smart Cloud,Công ty TNHH FPT Smart Cloud,Công nghệ thông tin,"Số 10, Phố Phạm Văn Bạch, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",100%,100%,,,1.0,1.0
Công ty TNHH FPT Digital,Công ty con > Công ty TNHH FPT Digital,Công ty TNHH FPT Digital,Tư vấn chuyển đổi số,"Số 10, Phố Phạm Văn Bạch, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",100%,100%,,,1.0,1.0
