row_label_raw,row_label_full,Phải thu cổ tức/phân phối lợi nhuận được chia (Thuyết minh 25(b)),31/12/2023VND > 3.500.000.000.000,31/12/2022VND > 1.033.000.000.000,numeric__31/12/2023VND > 3.500.000.000.000,numeric__31/12/2022VND > 1.033.000.000.000
Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,133.995.061.238,101.449.320.971,133995061238.0,101449320971.0
Phải thu khác từ bên liên quan (Thuyết minh 25(b)),Phải thu khác từ bên liên quan (Thuyết minh 25(b)),Phải thu khác từ bên liên quan (Thuyết minh 25(b)),188.804.223.484,192.897.848.572,188804223484.0,192897848572.0
Khác,Khác,Khác,16.289.825.587,12.101.518.836,16289825587.0,12101518836.0
,,,3.839.089.110.309,1.339.448.688.379,3839089110309.0,1339448688379.0
