row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2023 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND
01,01,01,Doanh thu cung cấp dịch vụ,,578.316.408.243,478.223.867.884,,,578316408243.0,478223867884.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về cung cấp dịch vụ (10 = 01 - 02),18,578.316.408.243,478.223.867.884,,18.0,578316408243.0,478223867884.0
11,02 > 11,11,Giá vốn dịch vụ cung cấp,19,59.932.837.675,51.980.583.397,,19.0,59932837675.0,51980583397.0
20,02 > 20,20,Lợi nhuận gộp về cung cấp dịch vụ (20 = 10 - 11),,518.383.570.568,426.243.284.487,,,518383570568.0,426243284487.0
21,02 > 21,21,Doanh thu hoạt động tài chính,20,7.416.349.048.349,3.640.049.597.778,,20.0,7416349048349.0,3640049597778.0
22,02 > 22,22,Chi phí tài chính,21,338.549.875.820,241.935.764.238,,21.0,338549875820.0,241935764238.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,,338.376.949.533,241.666.859.099,,,338376949533.0,241666859099.0
25,02 > 25,25,Chi phí bán hàng,,1.897.497.610,1.818.937.389,,,1897497610.0,1818937389.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,22,865.479.467.395,708.068.328.199,,22.0,865479467395.0,708068328199.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,6.728.805.778.092,3.114.469.852.439,,,6728805778092.0,3114469852439.0
31,02 > 31,31,Thu nhập khác,,384.776.558,777.866.632,,,384776558.0,777866632.0
32,02 > 32,32,Chi phí khác,,340.748.760,95.105.538,,,340748760.0,95105538.0
40,02 > 40,40,Lợi nhuận khác (40 = 31 - 32),,44.027.798,682.761.094,,,44027798.0,682761094.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,6.728.849.805.890,3.115.152.613.533,,,6728849805890.0,3115152613533.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,23,-,-,,23.0,,
52,02 > 52,52,Thu nhập thuế TNDN hoãn lại,23,(15.162.606.551),(21.132.423.284),,23.0,-15162606551.0,-21132423284.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,6.744.012.412.441,3.136.285.036.817,,,6744012412441.0,3136285036817.0
