row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023 VND,Tại ngày 31 tháng 12 năm > 2022 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023 VND,numeric__Tại ngày 31 tháng 12 năm > 2022 VND
100,100,100,TÀI SẢN NGẮN HẠN,,13.170.579.796.551,8.877.822.091.860,,,13170579796551.0,8877822091860.0
110,110,110,Tiền và các khoản tương đương tiền,3,2.537.167.414.202,1.602.587.113.047,,3.0,2537167414202.0,1602587113047.0
111,111,111,Tiền,,633.867.414.202,374.987.113.047,,,633867414202.0,374987113047.0
112,112,112,Các khoản tương đương tiền,,1.903.300.000.000,1.227.600.000.000,,,1903300000000.0,1227600000000.0
120,120,120,Đầu tư tài chính ngắn hạn,,6.325.200.000.000,5.313.061.859.331,,,6325200000000.0,5313061859331.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),6.325.200.000.000,5.313.061.859.331,,,6325200000000.0,5313061859331.0
130,130,130,Các khoản phải thu ngắn hạn,,4.230.589.445.101,1.879.162.382.953,,,4230589445101.0,1879162382953.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,139.037.509.039,123.029.215.178,,5.0,139037509039.0,123029215178.0
132,132,132,Trả trước cho người bán ngắn hạn,,8.649.092.862,1.954.028.351,,,8649092862.0,1954028351.0
135,135,135,Phải thu về cho vay ngắn hạn,6,250.900.000.000,422.900.000.000,,6.0,250900000000.0,422900000000.0
136,136,136,Phải thu ngắn hạn khác,7,3.839.089.110.309,1.339.448.688.379,,7.0,3839089110309.0,1339448688379.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(7.086.267.109),(8.169.548.955),,,-7086267109.0,-8169548955.0
140,140,140,Hàng tồn kho,,571.307.344,355.438.253,,,571307344.0,355438253.0
141,141,141,Hàng tồn kho,,571.307.344,355.438.253,,,571307344.0,355438253.0
150,150,150,Tài sản ngắn hạn khác,,77.051.629.904,82.655.298.276,,,77051629904.0,82655298276.0
151,151,151,Chi phí trả trước ngắn hạn,,5.238.022.378,2.355.887.790,,,5238022378.0,2355887790.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,67.791.546.845,76.242.547.177,,,67791546845.0,76242547177.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,11(a),4.022.060.681,4.056.863.309,,,4022060681.0,4056863309.0
200,200,200,TÀI SẢN DÀI HẠN,,13.723.873.506.658,11.586.716.188.494,,,13723873506658.0,11586716188494.0
210,210,210,Các khoản phải thu dài hạn,,1.579.629.480,-,,,1579629480.0,
216,216,216,Phải thu dài hạn khác,,1.579.629.480,-,,,1579629480.0,
220,220,220,Tài sản cố định,,2.118.818.051.344,1.980.893.006.685,,,2118818051344.0,1980893006685.0
221,221,221,Tài sản cố định hữu hình,8(a),2.090.847.214.494,1.948.087.485.760,,,2090847214494.0,1948087485760.0
222,222,222,Nguyên giá,,2.508.842.600.569,2.253.214.928.543,,,2508842600569.0,2253214928543.0
223,223,223,Giá trị khấu hao lũy kế,,(417.995.386.075),(305.127.442.783),,,-417995386075.0,-305127442783.0
227,227,227,Tài sản cố định vô hình,8(b),27.970.836.850,32.805.520.925,,,27970836850.0,32805520925.0
228,228,228,Nguyên giá,,147.664.201.478,132.216.392.831,,,147664201478.0,132216392831.0
229,229,229,Giá trị khấu hao lũy kế,,(119.693.364.628),(99.410.871.906),,,-119693364628.0,-99410871906.0
240,240,240,Tài sản dở dang dài hạn,,73.481.448,116.690.829.404,,,73481448.0,116690829404.0
242,242,242,Chi phí xây dựng cơ bản dở dang,9,73.481.448,116.690.829.404,,9.0,73481448.0,116690829404.0
250,250,250,Đầu tư tài chính dài hạn,,11.532.613.409.012,9.432.613.409.012,,,11532613409012.0,9432613409012.0
251,251,251,Đầu tư vào công ty con,4(b),11.039.613.409.012,8.939.613.409.012,,,11039613409012.0,8939613409012.0
252,252,252,Đầu tư vào công ty liên kết,4(b),492.500.000.000,492.500.000.000,,,492500000000.0,492500000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),500.000.000,500.000.000,,,500000000.0,500000000.0
260,260,260,Tài sản dài hạn khác,,70.788.935.374,56.518.943.393,,,70788935374.0,56518943393.0
261,261,261,Chi phí trả trước dài hạn,,23.113.719.520,24.007.939.167,,,23113719520.0,24007939167.0
262,262,262,Tài sản thuế thu nhập hoãn lại,,47.675.215.854,32.511.004.226,,,47675215854.0,32511004226.0
270,270,270,TỔNG TÀI SẢN,,26.894.453.303.209,20.464.538.280.354,,,26894453303209.0,20464538280354.0
