row_label_raw,row_label_full,col_0,col_1,Tại ngày1/1/2023VND,Số phát sinhtrong nămVND,Số thực thu/thực nộp/cần trừtrong nămVND,Tại ngày31/12/2023VND,numeric__col_1,numeric__Tại ngày1/1/2023VND,numeric__Số phát sinhtrong nămVND,numeric__Số thực thu/thực nộp/cần trừtrong nămVND,numeric__Tại ngày31/12/2023VND
(a),(a),(a),Phải thu,,,,,,,,,
(a),(a) > (a),(a),Thuế TNDN,4.022.060.681,-,-,4.022.060.681,,4022060681.0,,,4022060681.0
(a),(a) > (a),(a),Khác,34.802.628,-,(34.802.628),-,,34802628.0,,-34802628.0,
(a),(a) > (a),(a),,4.056.863.309,-,(34.802.628),4.022.060.681,,4056863309.0,,-34802628.0,4022060681.0
(b),(b),(b),Phải nộp,,,,,,,,,
(b),(b) > (b),(b),Thuế GTGT,2.293.172,52.854.277.265,(52.854.277.265),2.293.172,,2293172.0,52854277265.0,-52854277265.0,2293172.0
(b),(b) > (b),(b),Thuế thu nhập cá nhân,1.551.794.056,66.259.300.888,(65.397.757.666),2.413.337.278,,1551794056.0,66259300888.0,-65397757666.0,2413337278.0
(b),(b) > (b),(b),Khác,1.142.990.484,13.227.283.341,(14.295.151.168),75.122.657,,1142990484.0,13227283341.0,-14295151168.0,75122657.0
(b),(b) > (b),(b),,2.697.077.712,132.340.861.494,(132.547.186.099),2.490.753.107,,2697077712.0,132340861494.0,-132547186099.0,2490753107.0
