row_label_raw,row_label_full,col_0,TechcombankTriệu VND,CholimexTriệu VND,Thuận PhátTriệu VND,AbattoirTriệu VND,DonatracoTriệu VND,VissanTriệu VND,JiangwuTriệu VND,TổngTriệu VND,numeric__TechcombankTriệu VND,numeric__CholimexTriệu VND,numeric__Thuận PhátTriệu VND,numeric__AbattoirTriệu VND,numeric__DonatracoTriệu VND,numeric__VissanTriệu VND,numeric__JiangwuTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,15.083.325,249.392,4.925,6.709,12.812,2.135.490,-,17.492.653,15083325.0,249392.0,4925.0,6709.0,12812.0,2135490.0,,17492653.0
Tăng từ hợp nhất kinh doanh,Tăng từ hợp nhất kinh doanh,Tăng từ hợp nhất kinh doanh,-,-,-,-,-,-,212.892,212.892,,,,,,,212892.0,212892.0
Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,2.646.245,13.296,(636),561,-,10.090,(29.488),2.640.068,2646245.0,13296.0,-636.0,561.0,,10090.0,-29488.0,2640068.0
Cổ tức công bố trong năm,Cổ tức công bố trong năm,Cổ tức công bố trong năm,-,(13.296),-,(500),-,(10.090),,(23.886),,-13296.0,,-500.0,,-10090.0,,-23886.0
Chuyển sang đầu tư góp vốn vào đơn vị khác,Chuyển sang đầu tư góp vốn vào đơn vị khác,Chuyển sang đầu tư góp vốn vào đơn vị khác,-,-,-,-,(8.943),-,-,(8.943),,,,,-8943.0,,,-8943.0
Lỗ do chuyển sang đầu tư góp vốn vào đơn vị khác,Lỗ do chuyển sang đầu tư góp vốn vào đơn vị khác,Lỗ do chuyển sang đầu tư góp vốn vào đơn vị khác,-,-,-,-,(3.869),-,-,(3.869),,,,,-3869.0,,,-3869.0
Chênh lệch quy đổi tiên tệ,Chênh lệch quy đổi tiên tệ,Chênh lệch quy đổi tiên tệ,-,-,-,-,-,-,11.823,11.823,,,,,,,11823.0,11823.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,17.729.570,249.392,4.289,6.770,-,2.135.490,195.227,20.320.738,17729570.0,249392.0,4289.0,6770.0,,2135490.0,195227.0,20320738.0
