row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
Bên liên quan,Bên liên quan,Bên liên quan,Tính chất giao dịch,2020Triệu VND,2019Triệu VND,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,
Ngân hàng Thương mại,Công ty liên kết > Ngân hàng Thương mại,Ngân hàng Thương mại,Khoản vay đã nhận,8.345.833,1.367.341,,8345833.0,1367341.0
Cổ phần Kỹ thương,Công ty liên kết > Cổ phần Kỹ thương,Cổ phần Kỹ thương,Khoản vay đã trả,7.300.748,1.498.588,,7300748.0,1498588.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Trái phiếu phát hành (đại lý phát hành) (*),21.900.139,3.500.000,,21900139.0,3500000.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Trái phiếu mua lại (đại lý thanh toán),38.824,3.000.000,,38824.0,3000000.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Phí phát hành trái phiếu,587.956,76.454,,587956.0,76454.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Mua chứng khoán kinh doanh,-,2.004.711,,,2004711.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Bán chứng khoán kinh doanh,1.250.000,754.711,,1250000.0,754711.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Chỉ phí lãi vay,156.055,95.527,,156055.0,95527.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Thành viên quản lý chủ chốt,Các bên liên quan khác > Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho Thành viên quản lýchủ chốt (**),181.279,151.832,,181279.0,151832.0
Thành viên trong Hội đồng,Các bên liên quan khác > Thành viên trong Hội đồng,Thành viên trong Hội đồng,Mua hàng từ một công ty liên quan củathành viên này,-,725.042,,,725042.0
