row_label_raw,row_label_full,col_0,San phẩm tiêu dùng có thương hiệu,San phẩm tiêu dùng có thương hiệu_1,MEATLife,MEATLife_1,Vật liệu công nghệ cao,Vật liệu công nghệ cao_1,Bán le tiêu dùng,Bán le tiêu dùng_1,Khác,Khác_1,Tổng,Tổng_1,numeric__San phẩm tiêu dùng có thương hiệu,numeric__San phẩm tiêu dùng có thương hiệu_1,numeric__MEATLife,numeric__MEATLife_1,numeric__Vật liệu công nghệ cao,numeric__Vật liệu công nghệ cao_1,numeric__Bán le tiêu dùng,numeric__Bán le tiêu dùng_1,numeric__Khác,numeric__Khác_1,numeric__Tổng,numeric__Tổng_1
,,,2020Triệu VND,2019Triệu VND,2020Triệu VND,2019Triệu VND,2020Triệu VND,2019Triệu VND,2020Triệu VND,2019Triệu VND,2020Triệu VND,2019Triệu VND,2020Triệu VND,2019Triệu VND,,,,,,,,,,,,
Doanh thu của bộ phận,Doanh thu của bộ phận,Doanh thu của bộ phận,23.891.816,18.845.240,16.108.040,13.798.751,7.426.660,4.710.096,29.791.292,-,-,-,77.217.808,37.354.087,23891816.0,18845240.0,16108040.0,13798751.0,7426660.0,4710096.0,29791292.0,,,,77217808.0,37354087.0
Lợi nhuận gộp của bộ phân,Lợi nhuận gộp của bộ phân,Lợi nhuận gộp của bộ phân,9.919.495,7.890.154,2.709.784,2.265.603,175.466,785.391,5.083.952,-,-,-,17.888.697,10.941.148,9919495.0,7890154.0,2709784.0,2265603.0,175466.0,785391.0,5083952.0,,,,17888697.0,10941148.0
Kết quả kinh doanh của bộ phân,Kết quả kinh doanh của bộ phân,Kết quả kinh doanh của bộ phân,3.796.422,3.209.262,472.582,330.157,(123.868),626.056,(4.185.951),-,2.646.245,2.164.742,2.605.430,6.330.217,3796422.0,3209262.0,472582.0,330157.0,-123868.0,626056.0,-4185951.0,,2646245.0,2164742.0,2605430.0,6330217.0
