row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích tại > 31/12/2020,Tỷ lệ lợi ích tại > 1/1/2020,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích tại > 31/12/2020,numeric__Tỷ lệ lợi ích tại > 1/1/2020
Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,,,,,,
45,Công ty con sở hữu gián tiếp > 45,45,Chemische Fabriken Oker und Braunschweig AG,(iii) /(f),San xuất hóa chất dùng trong sản xuất giấy và phụ gia cho ngành vật liệu hấp thụ,"Im Schleeke 78-91, 38642 Goslar, Đức","86,4%",-,,,,,0.8640000000000001,
46,Công ty con sở hữu gián tiếp > 46,46,H.C. Starck Infrastructure GmbH & Co. KG,(iii) /(f),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"Landsberger Str. 98, 80339 Munich, Đức","86,4%",-,,,,,0.8640000000000001,
47,Công ty con sở hữu gián tiếp > 47,47,ChemiLytics GmbH & Co. KG,(iii) /(f),Phân tích hóa học và dữ liệu do lường vất lý,"Im Schleeke 78-91, 38642 Goslar, Đức","86,4%",-,,,,,0.8640000000000001,
48,Công ty con sở hữu gián tiếp > 48,48,H.C. Starck Tungsten GmbH,(iii) /(f),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"Landsberger Str. 98, 80339 Munich, Đức","86,4%",-,,,,,0.8640000000000001,
49,Công ty con sở hữu gián tiếp > 49,49,H.C. Starck Nonferrous Metals Trading (Shanghai) Co. Ltd.,(iii) /(f),Kinh doanh và phân phối vonfram,"Phòng 301, Đường 69 Yonghong, Quận Minhang, Thành phố Thương Hải, Trung Quốc","86,4%",-,,,,,0.8640000000000001,
50,Công ty con sở hữu gián tiếp > 50,50,H.C. Starck Canada Inc.,(iii) /(f),Chế biến sâu kim loại màu và kim loại quý (Vonfram),"933 Vidal Street South, P.O. Box 3098, Samia, Ontario, N7T 8H8, Canada","86,4%",-,,,,,0.8640000000000001,
51,Công ty con sở hữu gián tiếp > 51,51,H.C. Starck Tungsten GK,(iii) /(f),Kinh doanh và phân phối vonfram,"2-20, Kaigan 1-chome, Minato-kn, Tokyo, Nhật Bản","86,4%",-,,,,,0.8640000000000001,
"Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).","Các công ty này được mua từ việc mua lại HCS, xem Thuyết minh 5(b).",,,,,,
