row_label_raw,row_label_full,col_0,Loại tiền tệ,Lãi suất năm,Năm đáo hạn,31/12/2020Triệu VND,1/1/2020Triệu VND,numeric__Loại tiền tệ,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2020Triệu VND,numeric__1/1/2020Triệu VND
Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),Vay dài hạn (*),,,,,
Khoản vay ngân hàng có đảm bảo,Vay dài hạn (*) > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,VND,"5,8% – 10,8%",2021 – 2026,3.443.895,2.608.420,,,,3443895.0,2608420.0
Khoản vay ngân hàng có đảm bảo,Vay dài hạn (*) > Khoản vay ngân hàng có đảm bảo,Khoản vay ngân hàng có đảm bảo,USD,"3,61%",2022 – 2023,4.638.000,-,,0.0361,,4638000.0,
Khoản vay từ các bên thứ ba không đảm bảo,Vay dài hạn (*) > Khoản vay từ các bên thứ ba không đảm bảo,Khoản vay từ các bên thứ ba không đảm bảo,VND,"9,0%",2021,-,300.000,,0.09,2021.0,,300000.0
,,,,,,8.081.895,2.908.420,,,,8081895.0,2908420.0
Trái phiếu thường (**) (bao gồm chỉ phí phát hành),Vay dài hạn (*) > Trái phiếu thường (**) (bao gồm chỉ phí phát hành),Trái phiếu thường (**) (bao gồm chỉ phí phát hành),VND,"8,0% – 10,5%",2021 – 2025,35.088.757,13.821.277,,,,35088757.0,13821277.0
Nợ thuê tài chính (***),Vay dài hạn (*) > Nợ thuê tài chính (***),Nợ thuê tài chính (***),VND,"7,3% – 10,5%",2021 – 2023,10.931,-,,,,10931.0,
