row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2020 Triệu VND,1/1/2020 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2020 Triệu VND,numeric__1/1/2020 Triệu VND
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,85.975.877,73.035.359,200.0,,85975877.0,73035359.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,8,1.592.008,1.599.646,210.0,8.0,1592008.0,1599646.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,1.592.008,1.599.646,216.0,,1592008.0,1599646.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,49.582.187,40.791.699,220.0,,49582187.0,40791699.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,34.321.764,29.170.881,221.0,10.0,34321764.0,29170881.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,50.777.648,39.248.028,222.0,,50777648.0,39248028.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(16.455.884),(10.077.147),223.0,,-16455884.0,-10077147.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,,22.278,-,224.0,,22278.0,
Nguyên giá,Nguyên giá,Nguyên giá,225,,90.061,67.300,225.0,,90061.0,67300.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(67.783),(67.300),226.0,,-67783.0,-67300.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,15.238.145,11.620.818,227.0,11.0,15238145.0,11620818.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,19.594.216,14.777.843,228.0,,19594216.0,14777843.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.356.071),(3.157.025),229.0,,-4356071.0,-3157025.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,12,14.518,-,230.0,12.0,14518.0,
Nguyên giá,Nguyên giá,Nguyên giá,231,,18.628,-,231.0,,18628.0,
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(4.110),-,232.0,,-4110.0,
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,2.274.759,3.278.972,240.0,,2274759.0,3278972.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,13,2.274.759,3.278.972,242.0,13.0,2274759.0,3278972.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,7,20.353.099,17.505.857,250.0,7.0,20353099.0,17505857.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,,20.320.738,17.492.653,252.0,,20320738.0,17492653.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,,30.589,21.646,253.0,,30589.0,21646.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,254,,(5.628),(8.442),254.0,,-5628.0,-8442.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,,7.400,-,255.0,,7400.0,
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,12.159.306,9.859.185,260.0,,12159306.0,9859185.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,14,6.533.670,5.633.114,261.0,14.0,6533670.0,5633114.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,15,1.794.136,240.643,262.0,15.0,1794136.0,240643.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,16,3.831.500,3.985.428,269.0,16.0,3831500.0,3985428.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,115.736.562,97.297.251,270.0,,115736562.0,97297251.0
