row_label_raw,row_label_full,Tên,Thời gian nằm giữ vị trí Tổng Giám đốc trong năm,Triệu VND,numeric__Thời gian nằm giữ vị trí Tổng Giám đốc trong năm,numeric__Triệu VND
Tổng Giám đốc,Tổng Giám đốc,Tổng Giám đốc,,,,
Dr Nguyễn Đăng Quang,Dr Nguyễn Đăng Quang,Dr Nguyễn Đăng Quang,Từ ngày 1 tháng 1 năm 2020đến ngày 18 tháng 6 năm 2020,-,,
Dr Nguyễn Đăng Quang,Dr Nguyễn Đăng Quang,Dr Nguyễn Đăng Quang,Từ ngày 19 tháng 6 năm 2020,-,,
Ông Danny Le,Dr Nguyễn Đăng Quang > Ông Danny Le,Ông Danny Le,đến ngày 31 tháng 12 năm 2020 (i),9.535,,9535.0
