row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,1/1/2020Triệu VND,numeric__31/12/2020Triệu VND,numeric__1/1/2020Triệu VND
Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,,
Chứng khoán kinh doanh (a),Đầu tư tài chính ngắn hạn > Chứng khoán kinh doanh (a),Chứng khoán kinh doanh (a),-,472.134,,472134.0
Đầu tư nằm giữ đến ngày đáo hạn (b),Đầu tư tài chính ngắn hạn > Đầu tư nằm giữ đến ngày đáo hạn (b),Đầu tư nằm giữ đến ngày đáo hạn (b),447.250,312.320,447250.0,312320.0
,,,447.250,784.454,447250.0,784454.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,,
Đầu tư nằm giữ đến ngày đáo hạn (b),Đầu tư tài chính dài hạn > Đầu tư nằm giữ đến ngày đáo hạn (b),Đầu tư nằm giữ đến ngày đáo hạn (b),7.400,-,7400.0,
Đầu tư vào các công ty liên kết (c),Đầu tư tài chính dài hạn > Đầu tư vào các công ty liên kết (c),Đầu tư vào các công ty liên kết (c),20.320.738,17.492.653,20320738.0,17492653.0
Đầu tư góp vốn vào các đơn vị khác (d),Đầu tư tài chính dài hạn > Đầu tư góp vốn vào các đơn vị khác (d),Đầu tư góp vốn vào các đơn vị khác (d),30.589,21.646,30589.0,21646.0
Dự phòng giảm giá đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn > Dự phòng giảm giá đầu tư tài chính dài hạn,Dự phòng giảm giá đầu tư tài chính dài hạn,(5.628),(8.442),-5628.0,-8442.0
,,,20.353.099,17.505.857,20353099.0,17505857.0
