row_label_raw,row_label_full,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam (“Techcombank”) (**),"31/12/2020 > Tỷ lệ sở hữu trên vốn cổ phần > 19,9%","31/12/2020 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 19,9%",31/12/2020 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 17.729.570,31/12/2020 > Giá trị hợp lý Triệu VND > 23.672.458,"1/1/2020 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0%","1/1/2020 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0%",1/1/2020 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 15.083.325,1/1/2020 > Giá trị hợp lý Triệu VND > 17.697.967,"numeric__31/12/2020 > Tỷ lệ sở hữu trên vốn cổ phần > 19,9%","numeric__31/12/2020 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 19,9%",numeric__31/12/2020 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 17.729.570,numeric__31/12/2020 > Giá trị hợp lý Triệu VND > 23.672.458,"numeric__1/1/2020 > Tỷ lệ sở hữu trên vốn cổ phần > 20,0%","numeric__1/1/2020 > Tỷ lệ quyền biểu quyết trên vốn cổ phần > 20,0%",numeric__1/1/2020 > Giá trị ghi số theo phương pháp vốn chủ sở hữu Triệu VND > 15.083.325,numeric__1/1/2020 > Giá trị hợp lý Triệu VND > 17.697.967
Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),Công ty Cổ phần Thực phẩm Cholimex (“Cholimex”),"32,8%","32,8%",249.392,(*),"32,8%","32,8%",249.392,(*),0.32799999999999996,0.32799999999999996,249392.0,,0.32799999999999996,0.32799999999999996,249392.0,
Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),Công ty Cổ phần Bao bì Thuận Phát (“Thuận Phát”),"25,0%","25,0%",4.289,(*),"25,0%","25,0%",4.925,(*),0.25,0.25,4289.0,,0.25,0.25,4925.0,
Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),Công ty Cổ phần Chế biến Súc sản Long Bình (“Abattoir”),"25,0%","25,0%",6.770,(*),"25,0%","25,0%",6.709,(*),0.25,0.25,6770.0,,0.25,0.25,6709.0,
"Công ty Cổ phần Sản xuất, Tjhương mai và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Tjhương mai và Dịch vụ Đồng Nai (“Donatraco”)","Công ty Cổ phần Sản xuất, Tjhương mai và Dịch vụ Đồng Nai (“Donatraco”)",-,-,-,(*),"21,3%","21,3%",12.812,(*),,,,,0.213,0.213,12812.0,
Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),Công ty Cổ phần Việt Nam Kỹ nghệ Súc sản (“Vissan”),"24,9%","24,9%",2.135.490,(*),"24,9%","24,9%",2.135.490,(*),0.249,0.249,2135490.0,,0.249,0.249,2135490.0,
"Jiangwu H.C. Starck Tungsten Products Co., Ltd. (“Jiangwu”)","Jiangwu H.C. Starck Tungsten Products Co., Ltd. (“Jiangwu”)","Jiangwu H.C. Starck Tungsten Products Co., Ltd. (“Jiangwu”)","30,0%","30,0%",195.227,(*),-,-,-,-,0.3,0.3,195227.0,,,,,
,,,,,20.320.738,,,,17.492.653,,,,20320738.0,,,,17492653.0,
