row_label_raw,row_label_full,STT,Tên công ty,Thuyết minh,Hoạt động chính,Trụ sở,Tỷ lệ lợi ích > 31/12/2020,Tỷ lệ lợi ích > 1/1/2020,numeric__Tên công ty,numeric__Thuyết minh,numeric__Hoạt động chính,numeric__Trụ sở,numeric__Tỷ lệ lợi ích > 31/12/2020,numeric__Tỷ lệ lợi ích > 1/1/2020
Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,,,,,,
1,Công ty con sở hữu trực tiếp > 1,1,Công ty TNHH Tầm nhìn Masan (“MH”),,Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1. Thành phố Hồ Chí Minh, Việt Nam","99,9%","99,9%",,,,,0.9990000000000001,0.9990000000000001
2,Công ty con sở hữu trực tiếp > 2,2,Công ty Cổ phần Masan MEATLife (“MML”),,"Tư vấn quản lý đầu tư, thức ăn chăn nuôi","Tầng 10, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","87,9%","87,3%",,,,,0.879,0.873
3,Công ty con sở hữu trực tiếp > 3,3,Công ty TNHH The SHERPA (“SHERPA”),(a),Tư vấn quản lý đầu tư,"Tầng 10, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","99,9%",-,,,,,0.9990000000000001,
4,Công ty con sở hữu trực tiếp > 4,4,Công ty TNHH MasanConsumerHoldings (“MCH”),(b),Tư vấn quản lý đầu tư,"Phòng 802, Tầng 8, Tòa nhà Central Plaza, 17 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",-,"60,0%",,,,,,0.6
5,Công ty con sở hữu trực tiếp > 5,5,Công ty Cổ phần Phát triển Thương mại và Dịch vụ VCM (“VCM”),(b),Tư vấn quản lý đầu tư,"7 Đường Bằng Lăng 1, Khu Đô thị Sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",-,"58,6%",,,,,,0.586
