row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,,11.049.024.104.831,8.615.363.154.443,1.0,,11049024104831.0,8615363154443.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,,72.187.214.867,50.772.664.226,2.0,,72187214867.0,50772664226.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,25,10.976.836.889.964,8.564.590.490.217,10.0,25.0,10976836889964.0,8564590490217.0
4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,4. Giá vốn hàng bán và dịch vụ cung cấp,11,26,9.064.872.939.048,7.153.297.291.319,11.0,26.0,9064872939048.0,7153297291319.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,1.911.963.950.916,1.411.293.198.898,20.0,,1911963950916.0,1411293198898.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,28,8.794.872.100,5.265.793.888,21.0,28.0,8794872100.0,5265793888.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,29,56.475.629.564,181.560.472.623,22.0,29.0,56475629564.0,181560472623.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,54.981.032.499,73.196.281.440,23.0,,54981032499.0,73196281440.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,30,774.978.169.326,553.623.183.284,25.0,30.0,774978169326.0,553623183284.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,31,187.936.351.549,133.281.909.539,26.0,31.0,187936351549.0,133281909539.0
10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),10. Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,901.368.672.577,548.093.427.340,30.0,,901368672577.0,548093427340.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,32,7.394.867.935,47.317.460.372,31.0,32.0,7394867935.0,47317460372.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,32,1.384.144.655,3.868.981.822,32.0,32.0,1384144655.0,3868981822.0
13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),13. Lợi nhuận khác (40=31-32),40,,6.010.723.280,43.448.478.550,40.0,,6010723280.0,43448478550.0
14. Lỗ trong công ty liên kết,14. Lỗ trong công ty liên kết,14. Lỗ trong công ty liên kết,45,,-,(913.939.311),45.0,,,-913939311.0
15. Lợi nhuận trước thuế (50=30+40+45),15. Lợi nhuận trước thuế (50=30+40+45),15. Lợi nhuận trước thuế (50=30+40+45),50,,907.379.395.857,590.627.966.579,50.0,,907379395857.0,590627966579.0
16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,51,33,182.038.883.247,139.964.060.336,51.0,33.0,182038883247.0,139964060336.0
17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,15,484.064.550,175.856.983,52.0,15.0,484064550.0,175856983.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),18. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,724.856.448.060,450.488.049.260,60.0,,724856448060.0,450488049260.0
Phân bổ cho:- Cổ đông của Công ty mẹ,Phân bổ cho:- Cổ đông của Công ty mẹ,Phân bổ cho:- Cổ đông của Công ty mẹ,62,,724.856.448.060,450.488.049.260,62.0,,724856448060.0,450488049260.0
19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,19. Lãi cơ bản trên cổ phiếu,70,34,6.434,4.383,70.0,34.0,6434.0,4383.0
