row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRÀ,300,,1.542.697.241.029,2.087.660.199.499,,300.0,,1542697241029.0,2087660199499.0
I.,I.,I.,Nợ ngắn hạn,310,,1.488.758.034.029,2.021.660.998.255,,310.0,,1488758034029.0,2021660998255.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,16,278.898.463.294,325.730.741.078,,311.0,16.0,278898463294.0,325730741078.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,37.773.098.354,56.039.039.794,,312.0,,37773098354.0,56039039794.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,11,117.206.887.902,87.438.899.372,,313.0,11.0,117206887902.0,87438899372.0
I.,I.,I.,4. Phải trả người lao động,314,,99.466.563.099,27.859.516.199,,314.0,,99466563099.0,27859516199.0
I.,I.,I.,5. Chỉ phí phải trả ngắn hạn,315,17,4.629.017.766,6.354.714.739,,315.0,17.0,4629017766.0,6354714739.0
I.,I.,I.,6. Phải trả ngắn hạn khác,319,18,52.071.661.615,27.608.104.037,,319.0,18.0,52071661615.0,27608104037.0
I.,I.,I.,7. Vay ngắn hạn,320,19,846.278.850.200,1.448.954.945.047,,320.0,19.0,846278850200.0,1448954945047.0
I.,I.,I.,"8. Quỹ khen thưởng, phúc lợi",322,,52.433.491.799,41.675.037.989,,322.0,,52433491799.0,41675037989.0
II.,II.,II.,Nợ dài hạn,330,,53.939.207.000,65.999.201.244,,330.0,,53939207000.0,65999201244.0
II.,II.,II.,1. Phải trả dài hạn khác,337,18,628.026.000,628.026.000,,337.0,18.0,628026000.0,628026000.0
II.,II.,II.,2. Vay dài hạn,338,21,46.234.864.000,58.994.000.000,,338.0,21.0,46234864000.0,58994000000.0
II.,II.,II.,3. Dự phòng phải trả dài hạn,342,20,7.076.317.000,6.377.175.244,,342.0,20.0,7076317000.0,6377175244.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,2.949.548.591.782,1.500.326.710.664,,400.0,,2949548591782.0,1500326710664.0
I.,I.,I.,Vốn chủ sở hữu,410,22,2.949.548.591.782,1.500.326.710.664,,410.0,22.0,2949548591782.0,1500326710664.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,1.081.020.340.000,982.745.770.000,,411.0,,1081020340000.0,982745770000.0
I.,I.,I.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,1.081.020.340.000,982.745.770.000,,,,1081020340000.0,982745770000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,876.761.282.458,-,,412.0,,876761282458.0,
I.,I.,I.,3. Cổ phiếu quỹ,415,,(7.090.000),(7.090.000),,415.0,,-7090000.0,-7090000.0
I.,I.,I.,4. Quỹ đầu tư phát triển,418,,220.087.556.918,144.087.556.918,,418.0,,220087556918.0,144087556918.0
I.,I.,I.,5. Lợi nhuận sau thuế chưa phân phối,421,,771.686.502.406,373.500.473.746,,421.0,,771686502406.0,373500473746.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,154.931.379.346,-,,,,154931379346.0,
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,616.755.123.060,373.500.473.746,,,,616755123060.0,373500473746.0
TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),TỔNG CÔNG NGUỒN VỐN (440=300+400),440,,4.492.245.832.811,3.587.986.910.163,,440.0,,4492245832811.0,3587986910163.0
