row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị VND,Số đầu năm > Số có khả năng trả nd VND,Trong năm > Tăng VND,Trong năm > Giảm VND,Số cuối năm > Giá trị VND,Số cuối năm > Số có khả năng trả nd VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Số có khả năng trả nd VND,numeric__Trong năm > Tăng VND,numeric__Trong năm > Giảm VND,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Số có khả năng trả nd VND
Ngắn hàng Thượng mại Cố phân Đồng Ả,Ngắn hàng Thượng mại Cố phân Đồng Ả,Ngắn hàng Thượng mại Cố phân Đồng Ả,26.370.000.000,26.370.000.000,-,(26.370.000.000),-,-,26370000000.0,26370000000.0,,-26370000000.0,,
Ngắn hàng Thượng mại Cố phân Á Châu,Ngắn hàng Thượng mại Cố phân Á Châu,Ngắn hàng Thượng mại Cố phân Á Châu,46.018.000.000,46.018.000.000,-,(46.018.000.000),-,-,46018000000.0,46018000000.0,,-46018000000.0,,
Ngắn hàng Nồng nghiệp và Phát triển Nồng thôn Việt Nam,Ngắn hàng Nồng nghiệp và Phát triển Nồng thôn Việt Nam,Ngắn hàng Nồng nghiệp và Phát triển Nồng thôn Việt Nam,18.500.000.000,18.500.000.000,-,(3.700.000.000),14.800.000.000,14.800.000.000,18500000000.0,18500000000.0,,-3700000000.0,14800000000.0,14800000000.0
Các cả nhân,Các cả nhân,Các cả nhân,-,-,35.134.864.000,-,35.134.864.000,35.134.864.000,,,35134864000.0,,35134864000.0,35134864000.0
,,,90.888.000.000,90.888.000.000,35.134.864.000,(76.088.000.000),49.934.864.000,49.934.864.000,90888000000.0,90888000000.0,35134864000.0,-76088000000.0,49934864000.0,49934864000.0
