row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,52.071.661.615,27.608.104.037,52071661615.0,27608104037.0
- Tài sản thừa chờ giải quyết,- Tài sản thừa chờ giải quyết,- Tài sản thừa chờ giải quyết,-,533.501.183,,533501183.0
- Kinh phí công đoàn,- Kinh phí công đoàn,- Kinh phí công đoàn,1.385.491.996,962.909.881,1385491996.0,962909881.0
- Bảo hiểm xã hội,- Bảo hiểm xã hội,- Bảo hiểm xã hội,56.188.969,7.942.084,56188969.0,7942084.0
- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,- Bảo hiểm thất nghiệp,-,342.266,,342266.0
- Phải trả thường Hội đồng Quản trị và Ban Giám đốc,- Phải trả thường Hội đồng Quản trị và Ban Giám đốc,- Phải trả thường Hội đồng Quản trị và Ban Giám đốc,12.200.000.000,-,12200000000.0,
- Phải trả quỹ Hội đồng Quản trị,- Phải trả quỹ Hội đồng Quản trị,- Phải trả quỹ Hội đồng Quản trị,3.208.939.568,494.729.568,3208939568.0,494729568.0
- Phải trả quỹ Ban Giám đốc,- Phải trả quỹ Ban Giám đốc,- Phải trả quỹ Ban Giám đốc,1.198.901.517,3.571.168.667,1198901517.0,3571168667.0
- Phải trả quỹ công đoàn,- Phải trả quỹ công đoàn,- Phải trả quỹ công đoàn,6.062.859.444,5.902.835.563,6062859444.0,5902835563.0
- Thuế thu nhập cá nhân nộp thay cho cổ đông,- Thuế thu nhập cá nhân nộp thay cho cổ đông,- Thuế thu nhập cá nhân nộp thay cho cổ đông,4.531.133.392,4.555.873.392,4531133392.0,4555873392.0
- Cổ tức phải trả,- Cổ tức phải trả,- Cổ tức phải trả,2.876.064.645,1.350.050.545,2876064645.0,1350050545.0
- DNTN Sản xuất Kinh doanh Vàng bạc Đá quý Tuần Ngân,- DNTN Sản xuất Kinh doanh Vàng bạc Đá quý Tuần Ngân,- DNTN Sản xuất Kinh doanh Vàng bạc Đá quý Tuần Ngân,10.281.582.283,1.678.501.086,10281582283.0,1678501086.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",10.270.499.801,8.550.249.802,10270499801.0,8550249802.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,628.026.000,628.026.000,628026000.0,628026000.0
"- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác","- Các khoản phải trả, phải nộp khác",628.026.000,628.026.000,628026000.0,628026000.0
,,,52.699.687.615,28.236.130.037,52699687615.0,28236130037.0
