row_label_raw,row_label_full,Chỉ tiêuItems,Năm 2023FY 2023,Năm 2022FY 2022,Tỷ lệ tăng (%)% growth rate,numeric__Năm 2023FY 2023,numeric__Năm 2022FY 2022,numeric__Tỷ lệ tăng (%)% growth rate
"Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)","Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)","Lợi nhuận sau thuế (riêng lẻ, tỷ đồng)Profit after tax (separate, in VND trillion)",10.186,7.649,33%,10186.0,7649.0,0.33
"Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)","Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)","Lợi nhuận sau thuế (hợp nhất, tỷ đồng)Profit after tax (consolidated, in VND trillion)",10.336,8.209,26%,10336.0,8209.0,0.26
