row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
Thu từ nợ đã xử lý rủi ro,Thu nhập từ hoạt động khác > Thu từ nợ đã xử lý rủi ro,Thu từ nợ đã xử lý rủi ro,76.595,108.685,76595.0,108685.0
Thu lãi trả chậm từ thanh lý tài sản,Thu nhập từ hoạt động khác > Thu lãi trả chậm từ thanh lý tài sản,Thu lãi trả chậm từ thanh lý tài sản,32.270,38.040,32270.0,38040.0
Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu nhập từ hoạt động khác > Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,Thu từ nghiệp vụ phải sinh lãi suất và hàng hóa,14.171,30.472,14171.0,30472.0
Thu nhập khác,Thu nhập từ hoạt động khác > Thu nhập khác,Thu nhập khác,63.497,55.625,63497.0,55625.0
,,,186.533,232.822,186533.0,232822.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,
Chi tài trợ và hoạt động xã hội,Chi phí hoạt động khác > Chi tài trợ và hoạt động xã hội,Chi tài trợ và hoạt động xã hội,(18.626),(38.078),-18626.0,-38078.0
Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí hoạt động khác > Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,Chi phí nghiệp vụ phải sinh lãi suất và hàng hóa,(4.326),(8.643),-4326.0,-8643.0
Chi tài trợ khác,Chi phí hoạt động khác > Chi tài trợ khác,Chi tài trợ khác,(227.289),-,-227289.0,
Chi phí khác,Chi phí hoạt động khác > Chi phí khác,Chi phí khác,(25.569),(5.377),-25569.0,-5377.0
,,,(275.810),(52.098),-275810.0,-52098.0
(Lỗ)/lãi thuần từ hoạt động kinh doanh khác,Chi phí hoạt động khác > (Lỗ)/lãi thuần từ hoạt động kinh doanh khác,(Lỗ)/lãi thuần từ hoạt động kinh doanh khác,(89.277),180.724,-89277.0,180724.0
