row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,Phải trả về nghiệp vụ UPAS L/C,,,,
- Bằng VND,Phải trả về nghiệp vụ UPAS L/C > - Bằng VND,- Bằng VND,13.628.051,18.573.444,13628051.0,18573444.0
- Bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C > - Bằng ngoại tệ,- Bằng ngoại tệ,21.828.724,5.279.710,21828724.0,5279710.0
,,,35.456.775,23.853.154,35456775.0,23853154.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,,,
- Bằng VND,Vay các TCTD khác > - Bằng VND,- Bằng VND,1.825.440,4.073.768,1825440.0,4073768.0
"Trong đó: Vay chiết khấu, tái chiết khấu","Vay các TCTD khác > Trong đó: Vay chiết khấu, tái chiết khấu","Trong đó: Vay chiết khấu, tái chiết khấu",1.825.440,4.073.768,1825440.0,4073768.0
- Bằng ngoại tệ,Vay các TCTD khác > - Bằng ngoại tệ,- Bằng ngoại tệ,8.982.597,11.055.554,8982597.0,11055554.0
,,,10.808.037,15.129.322,10808037.0,15129322.0
,,,46.264.812,38.982.476,46264812.0,38982476.0
