row_label_raw,row_label_full,col_0,Dự phòng cụ thểTriệu đồng,Dự phòng chungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòng cụ thểTriệu đồng,numeric__Dự phòng chungTriệu đồng,numeric__Tổng cộngTriệu đồng
Ngày 01 tháng 01 năm 2023,Ngày 01 tháng 01 năm 2023,Ngày 01 tháng 01 năm 2023,681.627,1.844.564,2.526.191,681627.0,1844564.0,2526191.0
Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),Dự phòng rủi ro trích lập trong kỳ/(Hoàn nhập dự phòng trong kỳ),691.766,598.195,1.289.961,691766.0,598195.0,1289961.0
Sử dụng dự phòng rủi ro tín dụng trong kỳ,Sử dụng dự phòng rủi ro tín dụng trong kỳ,Sử dụng dự phòng rủi ro tín dụng trong kỳ,(282.645),-,(282.645),-282645.0,,-282645.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,1.090.748,2.442.759,3.533.507,1090748.0,2442759.0,3533507.0
