row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày 31 tháng 12 năm > 2023Triệu đồng,Tại ngày 31 tháng 12 năm > 2022Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2023Triệu đồng,numeric__Tại ngày 31 tháng 12 năm > 2022Triệu đồng
1,1,1,Bảo lãnh vay vốn,36.1,809.436,406.790,,361.0,809436.0,406790.0
2,2,2,Cam kết giao dịch hối đoái,36.1,257.703.043,68.207.996,,361.0,257703043.0,68207996.0
,,,- Cam kết mua ngoại tệ,,4.293.490,2.512.790,,,4293490.0,2512790.0
,,,- Cam kết bán ngoại tệ,,4.542.374,2.912.961,,,4542374.0,2912961.0
,,,- Cam kết giao dịch hoán đổi,,248.867.179,62.782.245,,,248867179.0,62782245.0
4,4,4,Cam kết trong nghiệp vụ L/C,36.1,2.191.087,4.155.744,,361.0,2191087.0,4155744.0
5,5,5,Bảo lãnh khác,36.1,15.548.620,4.215.505,,361.0,15548620.0,4215505.0
6,6,6,Các cam kết khác,36.1,4.689.865,3.252.305,,361.0,4689865.0,3252305.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,37.1,709.297,310.109,,371.0,709297.0,310109.0
8,8,8,Nợ khó đòi đã xử lý,37.2,3.918.304,3.129.816,,372.0,3918304.0,3129816.0
9,9,9,Tài sản và chứng từ khác,37.3,27.061.445,14.277.966,,373.0,27061445.0,14277966.0
,,,,,312.631.097,97.956.231,,,312631097.0,97956231.0
