row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Trái phiếu Chính phủ,Chứng khoán Nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,13.040.960,14.685.119,13040960.0,14685119.0
Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Chứng khoán Nợ > Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các TCTD khác trong nước phát hành,10.190.526,15.375.189,10190526.0,15375189.0
"Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Chứng khoán Nợ > Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)","Trái phiếu do các tổ chức kinh tế (""TCKT"") trong nước phát hành (*)",8.354.980,4.300.777,8354980.0,4300777.0
,,,31.586.466,34.361.085,31586466.0,34361085.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do TCKT trong nước phát hành,Chứng khoán vốn do TCKT trong nước phát hành,285.222,1.013.973,285222.0,1013973.0
,,,31.871.688,35.375.058,31871688.0,35375058.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng chung cho TPDN chưa niêm yết,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng chung cho TPDN chưa niêm yết,Dự phòng chung cho TPDN chưa niêm yết,(62.662),(30.004),-62662.0,-30004.0
Dự phòng cụ thể cho TPDN chưa niêm yết,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng cụ thể cho TPDN chưa niêm yết,Dự phòng cụ thể cho TPDN chưa niêm yết,(9.000),-,-9000.0,
,,,31.800.026,35.345.054,31800026.0,35345054.0
