row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Của khách hàng:,Của khách hàng:,Của khách hàng:,Của khách hàng:,Của khách hàng:,,
- Bất động sản,Của khách hàng: > - Bất động sản,- Bất động sản,357.224.126,354.847.997,357224126.0,354847997.0
- Giấy tờ có giá,Của khách hàng: > - Giấy tờ có giá,- Giấy tờ có giá,61.228.868,42.363.599,61228868.0,42363599.0
"- Máy móc, thiết bị","Của khách hàng: > - Máy móc, thiết bị","- Máy móc, thiết bị",12.049.601,13.638.281,12049601.0,13638281.0
"- Hàng hóa, nguyên vật liệu","Của khách hàng: > - Hàng hóa, nguyên vật liệu","- Hàng hóa, nguyên vật liệu",5.655.113,9.828.355,5655113.0,9828355.0
- Phương tiện vận chuyển,Của khách hàng: > - Phương tiện vận chuyển,- Phương tiện vận chuyển,2.914.038,3.901.404,2914038.0,3901404.0
- Tài sản khác,Của khách hàng: > - Tài sản khác,- Tài sản khác,278.306.628,198.226.221,278306628.0,198226221.0
,,,717.378.374,622.805.857,717378374.0,622805857.0
Của TCTD:,Của TCTD:,Của TCTD:,Của TCTD:,Của TCTD:,,
- Quyền đời nợ,Của TCTD: > - Quyền đời nợ,- Quyền đời nợ,4.355.000,5.804.118,4355000.0,5804118.0
,,,721.733.374,628.609.975,721733374.0,628609975.0
