row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Phải thu từ UPAS L/C (i),Phải thu từ UPAS L/C (i),Phải thu từ UPAS L/C (i),25.621.589,23.853.153,25621589.0,23853153.0
Phải thu từ L/C trả chậm (ii),Phải thu từ L/C trả chậm (ii),Phải thu từ L/C trả chậm (ii),12.230.410,-,12230410.0,
Phải thu tổ chức thể,Phải thu tổ chức thể,Phải thu tổ chức thể,5.232.530,2.577.457,5232530.0,2577457.0
"Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)","Xây dựng cơ bản, mua sắm TSCĐ (iii)",2.328.698,2.150.651,2328698.0,2150651.0
Đặt cọc mua chứng chỉ tiền gửi (iv),Đặt cọc mua chứng chỉ tiền gửi (iv),Đặt cọc mua chứng chỉ tiền gửi (iv),1.000.000,2.250.000,1000000.0,2250000.0
"Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (v)","Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (v)","Tạm ứng cho khoản tiền gửi, tiết kiệm lãi trả trước (v)",897.326,112.435,897326.0,112435.0
Phải thu từ thanh lý TSCĐ (vi),Phải thu từ thanh lý TSCĐ (vi),Phải thu từ thanh lý TSCĐ (vi),410.000,514.000,410000.0,514000.0
Phải thu từ bán chứng khoán vốn (vii),Phải thu từ bán chứng khoán vốn (vii),Phải thu từ bán chứng khoán vốn (vii),351.646,-,351646.0,
Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,Phải thu dịch vụ thu hộ kèm hỗ trợ quản lý trái phiếu,121.004,539.050,121004.0,539050.0
"Ký quỹ thuê văn phòng và công cụ, dụng cụ","Ký quỹ thuê văn phòng và công cụ, dụng cụ","Ký quỹ thuê văn phòng và công cụ, dụng cụ",85.468,78.065,85468.0,78065.0
Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,Ký quỹ giao dịch phải sinh,41.677,44.787,41677.0,44787.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,34.483,183.941,34483.0,183941.0
Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,Phải thu dịch vụ đại lý bảo hiểm,28.790,87.057,28790.0,87057.0
Phải thu từ hoạt động bán chứng khoán trả chậm,Phải thu từ hoạt động bán chứng khoán trả chậm,Phải thu từ hoạt động bán chứng khoán trả chậm,-,239.980,,239980.0
Tạm ứng trả lãi nhận vốn ủy thác,Tạm ứng trả lãi nhận vốn ủy thác,Tạm ứng trả lãi nhận vốn ủy thác,-,168.295,,168295.0
Khác,Khác,Khác,350.828,440.256,350828.0,440256.0
,,,48.734.449,33.239.127,48734449.0,33239127.0
