row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,,,
- Dưới 12 tháng,Chứng chỉ tiền gửi bằng VND > - Dưới 12 tháng,- Dưới 12 tháng,10.507.000,4.500.000,10507000.0,4500000.0
- Từ 12 tháng đến dưới 5 năm,Chứng chỉ tiền gửi bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,1.870.000,2.791.000,1870000.0,2791000.0
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,,,
- Từ 12 tháng đến dưới 5 năm,Trái phiếu thường bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,9.800.000,19.450.000,9800000.0,19450000.0
- Từ 5 năm trở lên,Trái phiếu thường bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,15.152.063,6.352.063,15152063.0,6352063.0
Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),,,,
- Từ 5 năm trở lên,Trái phiếu chuyển đổi bằng USD (i) > - Từ 5 năm trở lên,- Từ 5 năm trở lên,7.887.750,7.621.250,7887750.0,7621250.0
Chỉ phí phát hành giấy tờ có giá,Trái phiếu chuyển đổi bằng USD (i) > Chỉ phí phát hành giấy tờ có giá,Chỉ phí phát hành giấy tờ có giá,(29.665),(40.673),-29665.0,-40673.0
,,,45.187.148,40.673.640,45187148.0,40673640.0
