row_label_raw,row_label_full,col_0,31.12.2023Triệu đồng,31.12.2022Triệu đồng,numeric__31.12.2023Triệu đồng,numeric__31.12.2022Triệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,86.699,176.029,86699.0,176029.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Phải trả giao dịch chuyển tiền nhanh qua thể,Các khoản phải trả cho bên ngoài > - Phải trả giao dịch chuyển tiền nhanh qua thể,- Phải trả giao dịch chuyển tiền nhanh qua thể,4.188.693,1.784.549,4188693.0,1784549.0
- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),Các khoản phải trả cho bên ngoài > - Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),- Thuế và các khoản phải nộp Nhà nước (Thuyết minh 34),1.869.942,1.441.796,1869942.0,1441796.0
- Các khoản chi phí phải trả,Các khoản phải trả cho bên ngoài > - Các khoản chi phí phải trả,- Các khoản chi phí phải trả,191.299,79.726,191299.0,79726.0
- Tiền giữ hộ và chờ thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và chờ thanh toán,- Tiền giữ hộ và chờ thanh toán,100.666,112.940,100666.0,112940.0
- Tiền gửi phải trả kiểu hối,Các khoản phải trả cho bên ngoài > - Tiền gửi phải trả kiểu hối,- Tiền gửi phải trả kiểu hối,80.869,72.629,80869.0,72629.0
- Các khoản phải trả khác,Các khoản phải trả cho bên ngoài > - Các khoản phải trả khác,- Các khoản phải trả khác,172.259,668.341,172259.0,668341.0
Doanh thu chờ phân bổ,Các khoản phải trả cho bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,1.117.798,66.144,1117798.0,66144.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",41.611,35.289,41611.0,35289.0
,,,7.849.836,4.437.443,7849836.0,4437443.0
