row_label_raw,row_label_full,col_0,2023Triệu đồng,2022Triệu đồng,numeric__2023Triệu đồng,numeric__2022Triệu đồng
Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,Thu nhập từ hoạt động kinh doanh ngoại hối:,,
- Thu từ kinh doanh ngoại tệ giao ngay,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ kinh doanh ngoại tệ giao ngay,- Thu từ kinh doanh ngoại tệ giao ngay,1.391.875,961.309,1391875.0,961309.0
- Thu từ các công cụ tài chính phải sinh,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ các công cụ tài chính phải sinh,- Thu từ các công cụ tài chính phải sinh,980.727,244.337,980727.0,244337.0
- Thu từ kinh doanh vàng,Thu nhập từ hoạt động kinh doanh ngoại hối: > - Thu từ kinh doanh vàng,- Thu từ kinh doanh vàng,2.793,4.964,2793.0,4964.0
,,,2.375.395,1.210.610,2375395.0,1210610.0
Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,Chi phí hoạt động kinh doanh ngoại hối:,,
- Chi về kinh doanh ngoại tệ giao ngay,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về kinh doanh ngoại tệ giao ngay,- Chi về kinh doanh ngoại tệ giao ngay,(944.551),(520.686),-944551.0,-520686.0
- Chi về các công cụ tài chính phải sinh,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về các công cụ tài chính phải sinh,- Chi về các công cụ tài chính phải sinh,(726.356),(484.340),-726356.0,-484340.0
- Chi về kinh doanh vàng,Chi phí hoạt động kinh doanh ngoại hối: > - Chi về kinh doanh vàng,- Chi về kinh doanh vàng,(271),(794),-271.0,-794.0
,,,(1.671.178),(1.005.820),-1671178.0,-1005820.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí hoạt động kinh doanh ngoại hối: > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,704.217,204.790,704217.0,204790.0
