row_label_raw,row_label_full,col_0,31.12.2023%,31.12.2022%,numeric__31.12.2023%,numeric__31.12.2022%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"0,60 - 3,70","2,60 - 12,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"5,00 - 5,60","4,25 - 4,95",,
Vay bằng VND,Vay bằng VND,Vay bằng VND,"0,30 - 0,60","5,70 - 6,80",,
Vay bằng ngoại tệ,Vay bằng ngoại tệ,Vay bằng ngoại tệ,"3,34 - 8,10","2,95 - 7,07",,
Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,"3,42 - 11,06","3,36 - 11,10",,
Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,"0,98 - 7,09","1,53 - 6,45",,
