row_label_raw,row_label_full,col_0,2018VNĐ,2017VNĐ,numeric__2018VNĐ,numeric__2017VNĐ
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,132.468.728.199,1.330.814.018.946,132468728199.0,1330814018946.0
Mua sắm,Mua sắm,Mua sắm,287.276.506.389,656.447.879.878,287276506389.0,656447879878.0
Chuyển sang tài sản cố định(Thuyết minh 10(a)),Chuyển sang tài sản cố định(Thuyết minh 10(a)),Chuyển sang tài sản cố định(Thuyết minh 10(a)),(40.601.862.186),(1.854.793.170.625),-40601862186.0,-1854793170625.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,379.143.372.402,132.468.728.199,379143372402.0,132468728199.0
