row_label_raw,row_label_full,col_0,2018VNĐ,2017VNĐ,numeric__2018VNĐ,numeric__2017VNĐ
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,14.655.364.080.682,12.804.092.894.531,14655364080682.0,12804092894531.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,23.203.740.480,24.975.865.110,23203740480.0,24975865110.0
,,,14.678.567.821.162,12.829.068.759.641,14678567821162.0,12829068759641.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(16.026.314.383),(5.288.776.537),-16026314383.0,-5288776537.0
Giảm giá hàng bán,Các khoản giảm trừ > Giảm giá hàng bán,Giảm giá hàng bán,(5.497.225.495),(1.916.369.752),-5497225495.0,-1916369752.0
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(19.789.872.012),(9.960.604.521),-19789872012.0,-9960604521.0
,,,(41.313.411.890),(17.165.750.810),-41313411890.0,-17165750810.0
Doanh thu thuần bán hàng và cung cấp dịch vụ,Các khoản giảm trừ > Doanh thu thuần bán hàng và cung cấp dịch vụ,Doanh thu thuần bán hàng và cung cấp dịch vụ,14.637.254.409.272,12.811.903.008.831,14637254409272.0,12811903008831.0
