row_label_raw,row_label_full,Thời hạn,Năm nay,Năm nay_1,Năm nay_2,Năm trước,Năm trước_1,Năm trước_2,numeric__Năm nay,numeric__Năm nay_1,numeric__Năm nay_2,numeric__Năm trước,numeric__Năm trước_1,numeric__Năm trước_2
Thời hạn,Thời hạn,Thời hạn,Tổng thanh toán tiền thuê tài chính,Trả tiền lãi thuê,Trả nợ gốc,Tổng thanh toán tiền thuê tài chính,Trả tiền lãi thuê,Trả nợ gốc,,,,,,
Trên 1 năm đến dưới 5 năm (*),Thời hạn > Trên 1 năm đến dưới 5 năm (*),Trên 1 năm đến dưới 5 năm (*),1.762.133.890,6.537.190,124.002.136,,,,1762133890.0,6537190.0,124002136.0,,,
